V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0621,-4.3709,-11.91,-12.238,204.59,39.35,-4.4393,12.601,1.3631,0.77845,18.573,6.9188,4.5121,3.6441,6.2907,1.7413,8.2108,10.531,4.0596,47.205
1.045,1.07,1.05,-5.559,-16.019,-17.749,258.95,49.06,-5.2541,9.858,1.2734,1.7578,48.835,8.6382,6.6821,3.7063,4.7991,1.6287,13.153,15.805,3.8531,25.376
1.045,1.07,1.0543,-5.2329,-14.775,-15.812,243.82,54.353,-5.12,8.4035,0.61808,-1.4714,33.175,8.3525,5.6737,3.8223,7.0002,1.8299,8.7296,19.7,4.9275,24.131
1.045,1.07,1.0552,-4.6552,-12.687,-13.306,217.1,48.563,-1.6287,8.4507,0.87045,0.76137,19.615,13.972,7.1214,3.1572,5.6741,2.8612,7.5103,10.438,6.6002,28.633
1.045,1.07,1.0553,-5.0537,-14.27,-14.918,235.57,52.72,-2.339,8.3756,1.6843,-1.4793,26.655,6.1388,8.261,2.899,5.3889,1.3251,11.598,22.285,2.0858,24.854
1.045,1.07,1.0578,-4.8459,-14.489,-14.982,226.74,33.137,-3.2874,9.0281,0.87033,1.9184,29.532,10.744,4.4744,4.3242,6.5334,1.663,19.185,12.428,5.1256,27.743
1.045,1.07,1.0526,-5.6578,-16.494,-17.362,263.6,56.75,-5.1331,9.6428,1.2969,2.0998,30.512,11.336,6.4597,3.9041,5.2514,1.8728,17.481,22.544,3.8656,24.523
1.045,1.07,1.0524,-5.0064,-14.528,-15.566,233.67,40.857,-3.5456,8.5813,2.0486,-1.1796,36.212,8.3022,7.1649,3.2256,6.63,1.8735,10.698,19.596,5.5776,24.659
1.045,1.07,1.0589,-4.9994,-14.834,-14.981,233.43,45.228,-5.0453,5.8023,1.7077,1.9668,21.002,9.2073,5.5067,2.9911,5.2817,0.85434,22.136,18.991,3.2126,17.285
1.045,1.07,1.0489,-6.0735,-16.9,-18.18,282.16,75.737,-3.9873,11.753,1.4381,0.38534,34.276,7.6272,6.8731,4.6997,3.8317,1.8275,11.288,26.192,4.7134,27.845
1.045,1.07,1.0565,-4.5195,-12.397,-12.555,211.07,46.62,-2.41,9.6415,1.7841,0.32291,17.621,5.904,9.0312,1.5434,1.3682,2.5432,16.324,13.263,5.1302,33.771
1.045,1.07,1.0534,-5.3422,-15.391,-16.385,248.97,52.167,-5.0669,8.1347,0.64123,0.67727,33.028,9.7714,6.027,2.6501,6.5267,2.0979,13.086,20.56,4.865,22.338
1.045,1.07,1.0594,-3.8562,-11.215,-12.291,180.78,12.333,-3.4144,3.6365,1.7041,0.12778,35.423,9.818,5.8727,4.7418,6.2381,1.2048,6.3765,6.2488,3.5785,13.967
1.045,1.07,1.0529,-4.9687,-13.516,-13.892,231.38,60.529,-3.1641,8.7352,1.6562,0.75743,26.654,5.8188,12.192,2.9004,8.582,1.9905,11.911,5.2273,3.8198,27.951
1.045,1.07,1.0543,-5.8831,-16.397,-17.84,273.28,70.802,-3.6266,8.3773,0.76193,2.028,40.77,10.024,2.697,3.0252,7.9753,1.9412,11.954,13.385,3.5822,21.391
1.045,1.07,1.0634,-4.3837,-12.817,-12.863,205.43,31.226,-5.2083,8.7624,2.2243,0.32453,19.189,9.0444,4.1018,4.3715,5.7987,0.76778,17.514,11.306,3.0504,31.424
1.045,1.07,1.0585,-4.7204,-13.411,-14.188,220.1,44.594,-3.6027,3.809,0.84739,-0.67433,31.405,8.0364,4.7747,3.4137,7.0176,2.0505,11.79,11.452,3.9045,12.55
1.045,1.07,1.0579,-4.2902,-12.212,-12.171,200.68,37.16,-3.1946,6.6015,1.9671,-0.47467,15.479,10.028,7.6117,4.282,8.2344,1.1214,11.048,10.781,7.0784,24.005
1.045,1.07,1.0604,-4.1506,-12.207,-12.724,194.8,19.029,-2.9648,9.0295,1.433,-0.56083,25.937,4.8589,4.7354,4.7866,6.846,1.1907,8.0115,19.741,4.4148,31.785
1.045,1.07,1.0553,-4.598,-13.554,-14.278,215.28,28.321,-4.7805,9.1761,1.3472,0.23742,35.101,9.9293,6.2042,3.3518,10.061,0.94197,11.718,8.6296,7.4652,29.791
1.045,1.07,1.0526,-5.339,-15.448,-16.554,249.09,47.168,-4.6113,11.225,1.3307,0.38044,40.937,11.918,7.8456,4.3637,5.9809,2.3147,17.102,7.9409,3.1738,31.298
1.045,1.07,1.0608,-4.6513,-13.195,-13.072,217.26,48.102,-4.3284,7.3482,1.3829,0.58144,19.481,7.396,6.7679,1.4545,7.6543,2.1999,19.743,6.5382,3.3239,25.334
1.045,1.07,1.0552,-5.4646,-15.864,-16.614,254.4,57.71,-2.2255,6.0531,1.065,-0.35115,32.04,7.4397,5.4148,3.2471,4.8838,1.5076,18.784,21.541,2.5908,16.207
1.045,1.07,1.0561,-4.4089,-11.789,-12.76,205.69,42.89,-4.1721,7.5626,1.1876,-0.26912,28.51,7.7845,8.5354,1.8352,5.8818,1.627,3.594,10.019,4.0068,27.385
1.045,1.07,1.053,-5.2388,-15.422,-16.795,244.05,43.023,-1.5639,4.4357,1.2493,1.2231,43.423,9.8517,4.1634,3.2295,8.0366,1.9231,12.745,16.276,5.0233,12.045
1.045,1.07,1.0537,-5.5624,-15.567,-16.055,258.71,70.094,-2.8006,8.9375,1.9407,-0.81996,24.622,8.6343,5.6646,3.1111,6.1571,2.3177,15.522,19.017,6.3048,24.263
1.045,1.07,1.0564,-4.6409,-13.54,-14.019,216.89,37.34,-4.5008,5.9377,0.9976,-0.52258,29.471,9.2542,6.7002,3.7741,7.9141,0.77813,14.49,10.273,6.3145,19.499
1.045,1.07,1.0574,-4.4065,-12.468,-12.807,206.16,36.208,-4.5707,8.8683,1.6212,-0.46689,17.304,8.9749,5.7421,3.3592,3.3865,1.7291,10.883,19.485,7.657,29.92
1.045,1.07,1.0503,-5.5914,-16.009,-17.748,259.96,55.051,-3.1003,5.8581,1.737,1.3814,49.923,8.083,5.2661,4.2215,7.9724,1.2275,10.256,13.736,4.8072,15.065
1.045,1.07,1.0554,-4.9667,-13.586,-14.514,231.21,55.813,-2.1088,6.9424,0.9059,-0.15514,34.532,2.9814,7.1578,2.2028,5.1084,1.5614,11.355,12.114,3.5931,21.932
1.045,1.07,1.0574,-4.6035,-12.319,-13.243,214.7,47.315,-5.6665,9.1375,2.3339,1.3555,29.216,8.046,5.6523,1.8292,4.8323,1.2685,8.3988,5.9375,5.775,32.08
1.045,1.07,1.0573,-4.7082,-12.923,-13.713,219.6,48.06,-2.9011,8.1914,0.66063,-1.3183,22.599,9.9708,5.3187,3.581,2.1473,2.2125,8.8857,18.176,4.8341,27.044
1.045,1.07,1.0568,-4.8965,-14.661,-15.019,228.95,38.029,-5.3875,7.5669,1.5923,-1.6836,31.354,3.9506,7.5202,5.0321,4.5595,1.6296,20.825,19.003,2.9027,22.608
1.045,1.07,1.0507,-5.7956,-16.341,-17.828,269.37,65.355,-3.8159,8.2433,0.89971,0.85019,41.586,9.3025,5.6149,3.8119,7.9393,0.77582,9.4498,18.228,4.6099,20.822
1.045,1.07,1.0532,-5.0336,-14.332,-15.239,234.41,50.776,-2.9954,4.7529,1.6151,-0.95231,33.423,9.1269,8.2331,4.1032,8.1648,1.8071,9.8223,14.461,4.1978,14.199
1.045,1.07,1.0559,-5.1259,-14.412,-15.059,238.59,58.593,-4.9218,4.9627,1.3983,-0.10232,26.11,8.0409,5.8936,2.6284,3.4861,0.92425,15.991,17.624,4.9344,14.836
1.045,1.07,1.049,-5.7383,-16.642,-17.512,266.96,63.885,-6.6114,6.6824,1.3757,-0.32268,35.004,3.9558,7.5055,4.9706,5.9705,2.3342,15.171,26.929,7.1893,16.118
1.045,1.07,1.0512,-5.5994,-15.933,-17.432,260.45,57.98,-2.9147,7.7159,1.2128,0.14723,44.53,11.054,7.0979,4.8513,7.816,1.3769,10.945,11.966,2.5581,20.252
1.045,1.07,1.0602,-4.1655,-12.563,-12.937,195.5,18.075,-6.2843,6.2954,1.7682,-0.17575,21.029,14.2,5.6192,4.3512,5.2857,1.8621,14.003,15.266,4.4641,22.173
1.045,1.07,1.0521,-5.6275,-16.135,-17.23,261.55,63.266,-2.972,4.5733,1.3638,0.30651,37.257,13.703,5.9255,3.3331,8.7614,1.2476,14.704,11.993,4.6366,11.999
1.045,1.07,1.0562,-4.8759,-14.362,-14.654,228.01,40.076,-4.7147,9.512,1.4279,-0.85063,30.476,5.588,6.6752,3.2755,9.3665,2.6322,16.646,13.853,5.9823,29.392
1.045,1.07,1.0604,-4.5504,-12.483,-12.939,212.1,49.205,-4.0804,4.603,2.0975,0.54968,19.13,8.2328,5.5148,3.7675,5.1551,0.53887,9.811,13.125,3.156,16.226
1.045,1.07,1.0578,-4.8996,-13.849,-14.481,228.37,50.242,-4.8943,5.6508,2.1876,0.28914,27.956,5.1643,3.9098,5.1609,6.3964,2.4968,11.636,15.74,5.8984,17.825
1.045,1.07,1.0632,-3.8886,-11.302,-11.159,182.52,23.25,-2.6476,6.5037,1.9304,-1.9027,18.268,8.4545,5.8389,2.0248,7.3563,1.6862,15.425,7.1378,3.9836,26.292
1.045,1.07,1.0592,-5.4611,-15.559,-15.246,254.46,69.581,-5.6118,9.5767,1.4854,0.37664,11.21,12.208,3.8095,4.2574,8.1238,1.7144,21.017,15.178,6.0331,27.168
1.045,1.07,1.0561,-4.9316,-13.695,-14.772,229.48,52.236,-4.0042,3.8138,1.7797,1.3449,32.855,10.204,4.6349,5.805,5.3503,0.75995,10.056,7.6817,5.4609,12.042
1.045,1.07,1.0526,-5.4903,-15.968,-16.873,255.37,57.825,-0.68484,4.2135,1.2263,0.017875,33.592,11.273,5.0789,2.9109,5.0023,1.4324,18.582,18.804,5.3354,11.077
1.045,1.07,1.054,-4.7153,-13.089,-14.157,219.7,45.799,-4.4599,4.79,1.3673,-0.11333,32.813,10.79,5.8071,3.5493,5.9728,2.0029,7.9713,8.8993,7.9586,15.663
1.045,1.07,1.055,-5.1596,-14.722,-15.336,240.41,55.283,-4.3711,6.6612,0.99114,-1.7205,31.995,8.1803,5.2261,5.944,7.3916,1.8299,14.535,10.873,6.9455,19.817
1.045,1.07,1.0565,-5.1543,-15.008,-15.543,240.57,47.323,-2.0851,9.5643,1.2736,0.36159,28.292,8.6819,4.8333,4.3764,3.4346,1.5849,20.038,17.096,4.5257,27.709
1.045,1.07,1.0578,-4.6442,-13.256,-13.812,216.56,43.912,-1.9361,3.0828,1.1164,-0.36221,25.686,7.8211,7.0783,2.5626,7.7901,1.6676,10.694,16.333,2.6642,10.164
1.045,1.07,1.0522,-5.7228,-16.289,-17.449,266.31,63.056,-5.3338,9.5059,1.0561,0.27167,38.129,7.9718,4.1177,4.0834,7.489,1.6674,12.562,18.987,6.5903,24.453
1.045,1.07,1.0508,-5.1889,-15.189,-16.148,241.88,46.859,-3.7926,6.0264,1.4809,-1.6562,43.044,6.6004,7.1825,3.5973,7.3255,2.2035,16.766,11.811,7.6194,16.903
1.045,1.07,1.0521,-5.0666,-15.3,-16.342,236.77,32.127,-3.2754,8.3798,2.211,0.12835,37.528,13.062,7.5368,4.1025,6.4648,1.2231,15.391,18.515,4.163,22.889
1.045,1.07,1.0502,-5.4607,-15.514,-17.323,253.76,55.948,-4.3345,3.5617,1.3758,-1.3704,48.701,11.912,5.3358,4.4052,4.1553,2.1545,11.914,11.71,5.3869,9.446
1.045,1.07,1.0573,-4.8071,-14.096,-14.977,224.47,36.729,-4.5588,5.7353,2.142,-0.19178,38.303,7.721,4.2445,3.5733,6.45,2.2583,16.483,10.013,4.7918,17.947
1.045,1.07,1.0565,-4.5747,-12.996,-13.528,213.77,38.985,-5.7891,7.6103,1.8277,0.98515,28.958,2.725,6.9111,3.4767,3.4047,1.6536,15.296,13.623,6.3243,25.7
1.045,1.07,1.0524,-4.8322,-14.24,-14.677,225.68,39.906,-3.4899,6.3577,1.621,-0.2227,29.055,9.2663,9.8563,3.2364,5.4693,1.3984,18.278,14.406,6.1181,19.282
1.045,1.07,1.0542,-5.5077,-15.305,-16.253,256.33,63.8,-2.5748,10.966,1.4815,0.41712,29.606,11.941,6.0019,3.8179,8.8621,1.0546,8.6362,15.315,3.6225,30.429
1.045,1.07,1.0632,-4.5488,-12.852,-12.933,212.04,49.826,-3.4693,1.5491,1.5926,-1.3,15.818,6.5709,3.1009,3.5936,7.3193,1.1829,12.295,17.683,3.4083,5.3644
1.045,1.07,1.0588,-4.6307,-13.309,-14.39,216.43,31.882,-3.509,8.5301,3.2717,0.011824,32.913,13.084,3.151,3.3743,5.3842,2.3308,10.669,11.712,3.8117,27.919
1.045,1.07,1.0564,-4.9131,-14.229,-14.93,229.2,43.133,-1.5089,6.4548,2.125,0.60271,25.22,14.205,5.0623,4.2251,8.2077,1.3849,10.517,16.399,4.5423,19.605
1.045,1.07,1.0551,-5.3336,-15.176,-16.025,248.49,56.315,-4.5338,8.8986,1.9369,-1.221,30.756,10.823,5.8868,4.1309,7.1029,1.9992,12.236,17.25,3.5316,25.191
1.045,1.07,1.0611,-4.6814,-12.746,-13.827,218.43,45.239,-5.176,9.2983,2.1153,-1.1819,28.877,13.003,2.0252,3.3854,4.2796,1.4574,7.7527,8.793,3.3734,31.925
1.045,1.07,1.0593,-4.4271,-12.429,-12.868,206.67,40.827,-3.9292,4.5226,1.5328,0.95965,21.509,8.4842,3.2965,4.046,6.4396,1.8868,10.151,11.666,8.0126,16.062
1.045,1.07,1.0568,-4.1923,-12.427,-13.285,196.55,17.075,-5.5786,6.5795,2.343,0.80182,30.284,10.322,8.0549,5.4279,3.3111,2.0558,11.463,14.085,3.5472,22.775
1.045,1.07,1.0493,-4.5267,-12.755,-14.327,211.34,30.658,-4.501,6.7125,1.8846,-0.58952,43.662,13.337,9.4636,1.3858,4.2068,1.6727,8.3102,5.1825,7.7388,21.184
1.045,1.07,1.054,-5.0465,-14.483,-15.108,235.41,47.609,-2.031,8.8433,1.6959,0.73883,33.33,9.1018,7.0333,4.3532,8.5176,1.5919,15.181,7.0548,6.0876,26.708
1.045,1.07,1.0615,-4.0814,-12.018,-12.348,191.38,21.863,-4.787,5.3131,1.0696,0.51063,26.904,4.2701,5.2478,3.9332,5.4776,2.1955,15.059,11.319,4.268,20.038
1.045,1.07,1.0557,-5.0175,-14.614,-15.318,234.59,40.939,-6.5224,11.674,1.2629,-1.0683,34.474,7.0577,5.1539,2.5581,7.8021,1.4455,14.677,15.781,6.5016,34.919
1.045,1.07,1.0595,-4.6997,-13.514,-14.036,219.61,40.435,-5.2296,7.6349,1.531,-0.78584,28.257,5.8198,5.0637,3.4322,6.3807,1.4086,13.812,15.387,3.6325,25.141
1.045,1.07,1.0566,-4.7314,-13.693,-14.344,221.16,37.967,-5.5527,8.2721,1.308,-0.49885,31.676,7.3622,6.4072,4.9278,8.5951,2.1919,10.988,12.538,5.2617,26.735
1.045,1.07,1.0581,-4.7615,-14.355,-14.47,222.86,34.299,-3.5693,7.8207,1.1861,0.077945,25.858,9.1598,4.5163,2.9631,8.8955,1.6184,19.696,14.432,6.8683,24.292
1.045,1.07,1.0515,-5.6206,-15.844,-17.496,261.27,59.893,-3.9192,7.0696,1.5357,1.1056,48.449,9.9748,6.0659,0.37008,6.1991,1.9673,14.93,9.733,3.0894,18.588
1.045,1.07,1.0525,-4.6683,-14.118,-15.159,218.42,23.528,-3.9176,6.6589,2.8085,-0.67475,38.233,11.815,7.2696,3.9063,4.9182,1.5918,14.912,15.878,6.1889,19.641
1.045,1.07,1.052,-5.3363,-14.962,-16.217,248.16,58.206,-3.1598,5.9423,1.5567,0.53372,32.877,11.498,6.0557,3.71,3.5241,1.5759,10.916,18.664,5.3824,16.498
1.045,1.07,1.0574,-4.7609,-13.681,-14.12,222.16,43.534,-2.1981,6.0719,2.5103,0.94308,22.504,9.0533,6.1612,3.3667,7.3056,1.3784,12.084,17.713,4.1372,19.304
1.045,1.07,1.0595,-4.7702,-13.728,-14.054,222.87,43.907,-4.8867,7.9941,1.4821,-1.2548,20.288,8.6091,3.4637,3.5833,7.0184,1.955,11.885,21.113,5.7671,25.252
1.045,1.07,1.0494,-5.5952,-16.089,-17.163,260.54,56.849,-2.6748,10.11,1.6337,0.4196,34.152,11.825,7.8186,3.928,6.6646,2.0122,12.45,20.486,5.5722,25.925
1.045,1.07,1.0602,-4.4768,-12.277,-12.074,208.63,54.852,-3.272,3.2029,1.4582,0.0063293,7.0793,11.248,8.2811,3.6605,6.1805,0.96056,12.569,11.562,3.0637,11.544
1.045,1.07,1.0558,-5.7976,-15.583,-15.616,268.93,92.576,-4.6046,7.3066,2.058,1.4019,13.889,8.5805,7.5414,3.7832,6.8214,2.0282,16.987,13.072,3.4942,19.8
1.045,1.07,1.0562,-4.6749,-14.263,-14.56,218.88,27.741,-3.073,7.0611,2.0768,1.0245,22.155,11.299,6.5488,4.9351,5.3106,2.3971,17.503,22.365,5.1129,20.834
1.045,1.07,1.0553,-5.3583,-15.624,-15.959,249.46,59.109,-2.0609,4.6488,1.7097,-1.0531,27.354,10.544,7.206,2.2101,9.1522,2.0007,19.159,15.91,2.9868,12.926
1.045,1.07,1.0538,-5.0109,-14.025,-13.919,233.18,63.508,-1.7413,4.7966,2.697,-0.52638,13.48,7.9826,9.2325,2.6991,3.6304,1.4566,18.582,18.184,6.6972,14.53
1.045,1.07,1.0563,-5.3119,-15.031,-15.942,247.31,57.609,-5.0824,7.4139,2.6043,-0.63178,26.249,14.785,2.724,5.3461,6.6041,1.3544,9.9184,17.886,5.8149,21.078
1.045,1.07,1.0562,-4.9784,-14.271,-14.616,232.23,50.762,-5.5234,6.9369,1.4968,0.51199,23.613,7.9363,7.4579,3.2059,6.8385,1.4148,15.32,16.554,4.7331,21.326
1.045,1.07,1.0545,-5.3564,-15.086,-16.362,249.21,56.736,-4.4838,6.7269,2.2245,0.59618,39.48,7.2557,3.8004,3.9929,5.2238,1.6558,12.643,14.308,5.1073,18.939
1.045,1.07,1.06,-3.8201,-11.248,-11.991,179.67,7.9084,-4.6348,8.6479,2.0182,-0.16495,27.845,8.6859,5.3171,2.4021,5.4449,2.4152,7.6291,15.427,5.0383,32.778
1.045,1.07,1.0535,-5.3544,-15.01,-16.041,249.25,59.146,-4.7676,8.2297,1.0053,0.18888,32.346,10.661,5.3645,3.6061,5.3147,1.6887,12.328,15.164,6.1041,23.353
1.045,1.07,1.0534,-5.3687,-15.717,-16.358,250.22,53.181,-4.8956,7.1068,1.5427,-0.17588,32.774,8.0215,5.8281,5.1404,6.8815,1.5298,17.617,17.206,6.4677,19.439
1.045,1.07,1.0541,-5.6498,-16.291,-17.379,262.79,61.252,-4.5343,6.1178,1.9881,-0.23587,42.715,7.2727,3.3246,3.0356,9.7359,1.7966,15.743,13.375,5.3547,16.023
1.045,1.07,1.0516,-5.1076,-14.445,-16.365,237.72,43.015,-1.5436,5.6905,2.2896,1.4116,43.71,8.6968,4.1152,3.6645,2.6468,1.5971,5.9605,21.616,5.2025,15.598
1.045,1.07,1.0577,-5.1198,-14.724,-15.563,238.71,48.715,-3.4434,7.2389,1.3265,0.43968,26.697,9.3437,3.1599,4.6328,4.727,2.0742,12.101,23.451,3.7705,20.851
1.045,1.07,1.0523,-5.116,-14.832,-15.722,238.56,46.647,-5.0568,6.7007,1.1406,0.84434,33.258,11.576,7.3969,2.4619,3.7313,1.6261,18.076,14.073,6.3095,19.358
1.045,1.07,1.063,-4.1614,-12.002,-12.371,194.96,26.68,-2.6333,6.6466,0.85609,0.20808,22.678,7.6975,1.7827,2.5838,3.6486,1.1108,15.218,12.564,5.8147,24.89
1.045,1.07,1.0541,-5.6836,-15.907,-16.83,264.08,71.094,-2.9819,6.9348,1.3754,-0.5661,31.097,8.1823,5.2957,4.6446,6.7737,0.76646,12.046,19.846,3.5275,18.325
1.045,1.07,1.0558,-4.234,-12.658,-13.416,198.42,18.406,-3.2341,5.4362,1.1371,0.43534,34.861,7.2335,6.5346,4.8882,5.9547,1.7679,12.896,10.973,6.9487,18.593
1.045,1.07,1.0573,-4.8247,-13.821,-14.141,225.08,48.422,-3.7843,5.7575,1.5982,-1.2615,26.392,9.6809,4.4219,4.9974,8.0472,2.6723,15.198,8.1091,7.7143,18.551
1.045,1.07,1.0493,-5.2575,-16.03,-17.038,245.38,37.059,-4.4182,5.5676,1.3826,0.99772,40.143,9.0176,7.7837,4.4997,3.7555,2.2166,20.799,21.35,6.6943,14.148
1.045,1.07,1.052,-5.3019,-14.716,-15.989,246.66,58.428,-4.4853,7.7581,2.0155,-0.66452,36.775,6.5671,5.347,3.9681,6.2008,1.5201,7.0442,18.507,7.0737,21.877
1.045,1.07,1.0538,-5.1565,-14.515,-15.685,240.42,48.866,-4.985,10.228,1.6876,1.6918,36.171,11.54,4.6463,3.7804,8.4522,1.7328,8.8564,9.6284,7.1488,30.244
1.045,1.07,1.0619,-4.114,-12.265,-12.4,193.47,16.655,-4.8257,11.409,1.8892,0.20271,25.429,3.9521,5.0316,3.1963,7.1408,1.3433,15.339,13.258,4.6487,42.237
1.045,1.07,1.0558,-5.2111,-13.884,-14.872,242.35,67.545,-6.4806,8.9045,1.0373,-0.82883,24.17,9.0061,8.081,2.9769,3.8583,1.6855,6.0475,19.104,1.4497,27.033
1.045,1.07,1.0551,-4.635,-13.399,-14.311,216.26,36.987,-3.1392,3.419,1.4344,0.11012,33.814,10.159,7.8562,1.5219,3.7225,1.5001,15.938,11.631,3.8315,11.042
1.045,1.07,1.0601,-4.3415,-12.832,-13.31,203.23,27.099,-4.7889,4.8024,1.5123,0.33342,19.221,12.86,3.1711,2.5404,2.5002,2.1821,15.149,20.715,5.9156,15.883
1.045,1.07,1.0572,-4.8589,-14.573,-14.76,227.3,36.719,-3.7138,8.344,1.2155,0.5849,24.174,10.52,6.4732,3.6642,4.2445,1.4965,23.057,15.877,4.468,25.339
1.045,1.07,1.0499,-5.381,-15.146,-16.587,250.26,56.463,-4.7116,6.0731,1.5228,1.3532,33.151,11.422,7.1882,3.2215,1.2218,1.6154,10.646,23.986,5.5029,16.059
1.045,1.07,1.0543,-4.6214,-12.823,-13.586,215.78,42.741,-3.7973,9.1801,1.7387,-2.0778,28.712,9.2178,8.0851,3.9619,4.1717,1.6058,9.6394,11.419,6.3601,30.83
1.045,1.07,1.0582,-4.1384,-12.643,-13.567,194.45,7.8524,-3.0315,8.1449,1.6002,-1.4404,32.664,14.591,6.4904,3.8156,7.2319,1.6897,9.2687,15.291,2.5225,27.364
1.045,1.07,1.058,-5.24,-14.24,-14.693,243.83,68.541,-3.5116,9.4608,2.2116,-2.3521,21.826,9.8573,6.2603,2.1554,7.9893,1.2751,10.708,14.032,2.2973,28.685
1.045,1.07,1.0574,-4.5812,-12.903,-13.28,214.03,42.966,-4.1159,8.0554,1.2575,-1.6309,22.62,6.5794,6.7875,3.4885,6.8128,1.6646,9.7165,16.663,5.6316,27.237
1.045,1.07,1.05,-5.8908,-16.868,-18.352,274.11,62.011,-6.0496,10.71,1.4583,-0.20671,40.57,11.317,5.186,2.7595,5.9917,1.1417,12.138,23.504,5.3041,25.797
1.045,1.07,1.0518,-5.2542,-14.493,-15.528,244.22,63.347,-4.0622,5.2289,1.544,-1.43,34.697,4.0699,6.5272,5.4022,6.616,1.0072,7.2857,17.181,7.5392,15.082
1.045,1.07,1.0591,-5.034,-13.862,-14.682,234.66,54.417,-3.6478,10.481,1.9315,-0.78979,26.904,10.388,2.9789,2.6182,3.1766,1.1981,13.344,13.492,4.0067,32.879
1.045,1.07,1.0561,-4.9715,-14.213,-14.725,231.85,49.183,-4.8355,6.8234,1.7994,1.8299,27.347,9.4921,5.8406,3.3475,8.8273,1.4151,13.925,10.68,6.2287,21.192
1.045,1.07,1.0525,-5.5997,-15.33,-16.532,260.42,68.297,-5.3717,10.861,0.85651,0.20085,39.723,6.1816,6.5635,4.1443,6.3614,0.14072,11.55,9.772,5.0789,29.991
1.045,1.07,1.0582,-4.2111,-12.057,-12.916,196.97,27.22,-3.7709,4.6339,1.0169,-1.3308,33.457,9.5837,4.9436,5.4698,7.8778,0.89885,7.2122,5.7221,6.3848,16.913
1.045,1.07,1.0547,-5.0063,-14.523,-15.704,233.7,38.368,-1.6833,9.1653,1.7771,0.42434,38.806,10.999,4.4273,3.4747,7.2367,1.714,11.626,13.027,5.1323,26.984
1.045,1.07,1.0542,-4.717,-14.2,-14.964,220.56,29.352,-4.5103,5.5204,1.7826,0.17426,41.998,5.868,6.8536,4.0533,6.2353,1.1105,20.194,7.8589,6.5343,17.021
1.045,1.07,1.0508,-4.8619,-13.97,-15.066,226.6,41.039,-1.3633,4.8294,1.824,1.3411,30.962,9.7812,7.7201,3.4283,4.5117,2.3839,8.8517,21.658,6.9622,13.871
1.045,1.07,1.0581,-4.0558,-11.586,-11.899,189.98,26.506,-3.4116,6.245,1.5725,0.098676,18.112,10.353,6.6235,2.9858,5.1554,2.2471,9.7573,14.08,7.1617,23.313
1.045,1.07,1.0547,-5.291,-14.051,-15.619,245.61,66.761,-4.1689,6.1029,2.3166,0.99367,35.989,8.3215,4.1563,2.911,5.4068,2.368,3.6558,13.584,4.1072,17.986
1.045,1.07,1.0571,-4.841,-13.539,-14.086,225.68,50.249,-4.2142,6.7363,1.9431,2.0284,25.856,10.081,8.4802,2.2638,4.1216,1.213,17.369,7.2495,2.066,21.963
1.045,1.07,1.0579,-5.029,-14.187,-14.34,234.61,55.494,-4.3186,9.2534,0.52496,1.3661,14.966,9.8027,5.3355,4.2466,5.9296,1.6625,14.115,18.627,5.7314,28.496
1.045,1.07,1.0616,-4.8247,-13.337,-13.526,224.95,56.423,-3.7818,7.176,0.3462,-0.35135,20.58,7.0733,4.7889,4.0864,7.0741,1.8884,14.32,8.9334,2.7472,24.133
1.045,1.07,1.0525,-5.4583,-14.647,-15.704,253.67,71.974,-5.5111,9.45,1.1047,-0.41757,32.302,10.56,5.8122,3.0888,4.8426,1.143,11.198,8.0374,7.5529,27.207
1.045,1.07,1.0562,-4.8545,-14.467,-14.522,227.18,38.357,-4.8944,10.071,1.9929,-0.66971,16.201,11.664,8.2831,2.8831,6.7625,1.6132,15.988,25.57,3.9627,29.051
1.045,1.07,1.0564,-4.4566,-13.022,-13.885,208.51,27.882,-5.4006,6.375,1.7028,-0.37964,34.217,5.8029,5.971,5.1161,4.909,2.0587,11.39,14.951,5.9043,21.17
1.045,1.07,1.0529,-4.9619,-15.04,-15.592,232.19,31.788,-4.0576,9.8068,1.4952,0.96084,36.118,6.4502,10.552,3.4844,9.2661,2.1231,17.667,16.118,2.7862,28.216
1.045,1.07,1.0604,-4.6807,-12.539,-13.217,217.83,55.673,-3.9857,4.5471,1.9472,1.8497,24.778,3.7896,5.0285,4.4355,5.2479,2.5882,8.6396,9.8833,2.4387,15.799
1.045,1.07,1.054,-4.9656,-13.984,-14.983,231.2,50.28,-3.3925,4.8217,2.4087,-0.32403,29.579,7.407,6.1033,3.4702,8.6176,1.7516,4.0452,22.678,5.5941,14.208
1.045,1.07,1.0602,-4.711,-13.24,-13.611,219.41,51.81,-4.2276,1.8034,1.5555,1.1968,20.077,4.5203,4.1023,3.1821,6.1736,2.3137,11.899,19.334,4.2266,5.9416
1.045,1.07,1.0585,-4.8271,-13.341,-14.131,224.94,51.005,-4.3057,7.048,3.0902,-1.4415,30.474,11.972,3.8777,2.9701,6.8864,1.1711,11.884,4.53,5.0047,23.174
1.045,1.07,1.0568,-5.0854,-14.646,-15.6,237.47,43.53,-6.1695,10.587,1.7542,0.42082,35.215,8.3702,5.9482,2.7229,7.332,2.5976,12.977,15.368,2.1452,31.587
