V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,P11,P12,P13,P14,LoadMargin
1.045,1.07,1.0541,-4.9971,-14.17,-15.458,232.7,47.376,-4.6621,4.2961,-0.20083,40.046,10.564,3.5744,6.6158,10.745,9.2038,143.27
1.045,1.07,1.061,-4.4759,-12.878,-12.706,209.41,41.027,-6.1281,7.3845,-0.55302,12.289,8.9506,1.8452,7.25,14.932,17.837,141.99
1.045,1.07,1.0563,-5.4512,-14.957,-15.261,253.52,73.454,-3.117,9.2265,-0.58637,24.271,9.5463,3.2581,6.9371,17.837,6.9761,212.78
1.045,1.07,1.0585,-4.8845,-13.856,-13.985,228.06,50.459,-3.6038,9.6282,-0.3936,20.428,12.015,1.598,5.6739,19.615,9.039,162.74
1.045,1.07,1.053,-5.6588,-16.384,-17.145,263.31,62.381,-3.4082,7.044,0.48574,37.097,6.5392,4.8681,6.4495,20.295,14.282,162.88
1.045,1.07,1.0594,-4.7669,-12.893,-12.978,222.38,57.056,-3.7255,10.78,0.015372,11.964,8.0779,3.1353,4.0228,12.159,15.681,192.72
1.045,1.07,1.0581,-4.644,-12.904,-13.499,216.82,44.217,-4.1981,8.6271,0.96039,23.522,11.804,2.2649,5.9973,11.392,9.165,151.21
1.045,1.07,1.0543,-5.0794,-14.403,-15.522,236.92,46.031,-4.0231,9.819,0.69028,35.655,12.712,2.8177,6.4506,12.046,9.8626,137.73
1.045,1.07,1.0552,-5.1042,-14.213,-15.076,237.98,52.545,-4.1487,10.742,1.2947,23.062,13.59,3.8166,4.3639,9.6067,17.869,157.62
1.045,1.07,1.058,-4.8342,-14.086,-14.251,225.84,44.086,-4.3746,7.501,0.43005,16.506,11.146,4.6717,7.8822,12.726,20.856,136.02
1.045,1.07,1.0567,-4.2827,-12.989,-13.917,201.12,11.622,-3.9902,9.5049,-0.51093,33.152,10.724,4.1545,6.4281,9.3498,19.026,37.283
1.045,1.07,1.0577,-4.4541,-13.163,-13.81,208.66,25.457,-4.7908,8.3455,0.0066207,26.026,12.026,4.1035,5.067,12.443,16.896,83.962
1.045,1.07,1.0592,-4.7012,-13.526,-13.592,219.85,41.926,-4.1647,9.8064,1.5233,15.15,11.993,3.0923,5.8722,16.336,14.86,138.26
1.045,1.07,1.0531,-5.4222,-14.792,-15.956,252.15,65.311,-2.1073,9.9959,-1.301,35.543,9.8007,4.1258,5.2214,10.341,10.651,186
1.045,1.07,1.056,-5.0769,-14.802,-15.244,236.97,46.431,-2.435,8.7225,0.76656,28.271,8.6563,3.3472,4.7687,20.455,14.555,137.37
1.045,1.07,1.0591,-4.5445,-13.324,-13.453,212.61,36.261,-4.3942,6.876,-1.0143,19.386,7.6511,2.9654,7.5776,13.394,20.719,118.17
1.045,1.07,1.0561,-4.8858,-14.353,-14.95,228.05,41.475,-3.3222,5.4659,-0.68263,28.73,11.769,4.8742,4.1024,18.186,14.007,126.43
1.045,1.07,1.0594,-4.2303,-12.673,-12.951,198.25,23.286,-2.9137,5.1561,-1.3757,27.613,6.0099,3.2409,4.7471,18.12,14.051,81.601
1.045,1.07,1.0523,-5.644,-16.255,-17.166,262.36,64,-2.4688,4.9157,-0.043663,35.899,12.671,4.1148,6.5257,18.972,11.556,167.45
1.045,1.07,1.0571,-4.4775,-13.066,-13.914,209.58,27.636,-4.5776,7.9228,-0.94201,33.395,10.184,3.5599,3.4588,14.932,11.167,92.772
1.045,1.07,1.0527,-5.3964,-14.772,-16.217,250.85,62.503,-4.9357,7.6419,1.1601,42.158,7.9672,4.2989,5.3817,10.652,6.7766,178.42
1.045,1.07,1.0576,-4.7581,-13.499,-13.935,221.78,49.028,-3.6636,3.8245,-0.21652,24.802,3.9326,1.2411,7.0918,12.448,19.976,156.34
1.045,1.07,1.0561,-5.4318,-15.136,-15.488,252.72,68.855,-4.9064,8.0287,1.9919,20.494,8.355,2.64,7.5018,14.891,17.251,196.11
1.045,1.07,1.0511,-5.8,-16.829,-17.917,270.06,59.535,-2.8284,10.836,-1.0226,40.811,12.988,4.3425,12.367,12.081,13.559,149
1.045,1.07,1.0568,-4.9155,-14.471,-14.857,229.66,41.856,-3.8927,7.9943,-1.5666,26.28,9.7411,4.5324,8.8167,13.771,17.928,126.58
1.045,1.07,1.05,-6.14,-16.84,-18.169,284.89,82.739,-3.2503,10.222,-0.37328,41.082,8.3372,2.3967,7.0182,13.327,13.763,201.12
1.045,1.07,1.055,-4.3594,-13.06,-14.517,204.25,14.163,-5.0197,6.3435,-0.56602,45.355,9.7718,2.7339,7.8009,7.5726,13.221,44.91
1.045,1.07,1.0504,-5.7233,-16.588,-17.894,266.47,56.039,-2.3855,10.105,-0.023331,48.163,3.5101,3.2616,7.5339,15.758,17.867,140.06
1.045,1.07,1.0555,-5.0713,-14.226,-15.145,235.86,57.015,-5.2664,2.4246,0.56256,35.056,7.0892,3.8062,7.4993,12.547,9.0407,174.38
1.045,1.07,1.0521,-5.6767,-15.774,-16.882,263.36,73.696,-2.696,3.445,0.64285,37.387,5.1308,3.4863,6.5055,13.371,15.749,195.01
1.045,1.07,1.0569,-4.6662,-13.558,-14.275,218.17,34.977,-4.4435,8.0582,-1.2397,31.086,7.3899,6.4109,3.9293,13.51,14.945,112.91
1.045,1.07,1.0605,-4.3247,-12.676,-12.703,202.63,30.009,-3.5844,7.7648,0.48397,17.395,12.828,3.8584,7.7154,15.079,9.8299,107.48
1.045,1.07,1.0591,-4.2297,-12.403,-12.81,198.55,20.16,-1.9791,11.279,1.1861,24.402,6.1202,4.5914,6.8658,10.038,16.564,71.139
1.045,1.07,1.0503,-5.4363,-15.737,-17.437,253.03,49.014,-4.5624,5.8508,-0.27011,49.051,9.0082,3.797,7.4997,10.011,16.311,128.06
1.045,1.07,1.053,-5.8327,-16.195,-16.932,271.01,76.316,-3.4953,9.4705,1.3641,25.927,12.685,2.9497,5.5703,16.4,15.577,198.27
1.045,1.07,1.0546,-5.1587,-15.473,-16.172,240.64,43.206,-3.8972,4.5527,-0.6286,38.398,9.5479,2.2461,8.0763,21.218,12.61,121.64
1.045,1.07,1.0597,-4.4301,-13.551,-13.668,208.06,21.108,-6.1951,10.019,-0.99104,27.982,6.1855,2.9747,6.6993,20.55,15.266,69.948
1.045,1.07,1.0565,-4.9049,-14.126,-14.717,229.05,43.473,-3.0896,9.1224,-0.54765,29.04,9.3657,4.6227,9.0313,11.238,13.598,135.22
1.045,1.07,1.0551,-5.4583,-15.468,-15.87,253.96,65.722,-2.3795,7.2238,0.82103,22.528,11.62,5.6174,6.9334,16.069,14.623,183.42
1.045,1.07,1.0561,-4.9832,-14.35,-15.02,232.52,45.829,-3.6354,7.8839,0.076888,32.949,9.0115,3.1808,5.2119,18.458,9.4926,140.7
1.045,1.07,1.055,-5.0051,-14.138,-15.055,233.43,47.76,-3.4338,9.0614,-0.28213,27.199,15.17,4.0887,3.2386,12.806,13.807,145.26
1.045,1.07,1.0545,-5.1239,-14.697,-15.504,238.73,50.283,-1.5991,6.4748,0.51451,30.577,9.3835,1.9071,8.724,11.413,18.204,145.83
1.045,1.07,1.0539,-5.456,-15.171,-16.026,253.61,67.116,-2.4085,6.7549,-0.63485,36.439,2.7925,4.9142,5.7988,14.736,12.985,188.58
1.045,1.07,1.0497,-6.1462,-17.209,-18.588,285.02,80.643,-4.8893,5.4691,0.46841,41.653,12.333,3.7016,9.3348,13.023,11.933,193
1.045,1.07,1.0547,-5.4015,-15.023,-15.781,251.59,61.157,-3.0534,11.904,1.5631,33.649,4.7626,0.63519,4.7763,18.378,12.342,174.91
1.045,1.07,1.0547,-5.3396,-15.947,-16.419,249.19,47.631,-4.1563,8.1777,0.090735,29.081,12.465,4.9494,7.7742,19.505,17.15,129.46
1.045,1.07,1.0527,-5.7806,-15.931,-16.785,268.19,79.516,-3.2182,5.339,0.90174,30.695,3.9093,2.107,5.5399,14.494,21.054,206.46
1.045,1.07,1.0586,-5.0449,-14.187,-14.199,235.06,60.91,-4.5275,6.5894,-0.26203,17.233,11.309,4.1539,8.9204,15.581,9.8884,191.16
1.045,1.07,1.0519,-5.0943,-14.521,-16.149,237.55,40.694,-2.2301,9.4254,0.28073,47.186,7.9944,3.7991,4.3821,10.787,12.041,116.62
1.045,1.07,1.0558,-5.255,-14.406,-15.137,244.32,67.421,-6.5492,5.5821,-0.74312,25.519,8.6736,3.7164,2.8522,14.169,15.346,200.99
1.045,1.07,1.0532,-5.1353,-14.389,-15.778,238.82,53.229,-4.0088,3.6945,1.0937,38.116,11.513,4.2078,4.7709,10.618,10.423,156.56
1.045,1.07,1.057,-4.879,-14.886,-15.222,228.34,33.018,-5.4073,7.6279,-1.5787,32.223,8.5908,1.9725,9.3173,20.055,16.876,97.624
1.045,1.07,1.0512,-5.4805,-15.922,-17.239,255.03,53.256,-4.0372,5.1595,0.2734,40.737,9.0171,2.1035,4.4055,16.008,20.924,137.85
1.045,1.07,1.055,-5.0223,-14.193,-15.116,234,49.815,-3.359,6.5115,1.2415,29.241,13.909,3.4344,3.3985,15.135,10.687,151.71
1.045,1.07,1.0521,-5.9744,-16.322,-17.176,276.79,88.315,-2.6572,4.022,1.6135,27.024,9.5509,3.6201,7.7211,12.111,17.239,223.15
1.045,1.07,1.0546,-5.0516,-14.852,-15.628,235.61,43.056,-2.3592,5.565,1.4596,30.534,11.782,6.4735,5.9967,15.045,14.824,125.25
1.045,1.07,1.0573,-5.0764,-14.484,-14.64,236.79,55.09,-3.8115,8.7662,-0.78419,14.434,12.887,4.5147,8.296,11.451,21.023,164.29
1.045,1.07,1.058,-4.7744,-13.304,-13.894,222.66,49.569,-6.326,6.587,0.58777,25.394,8.2407,2.9981,4.9061,13.321,11.572,164.59
1.045,1.07,1.0524,-5.7652,-15.959,-16.973,267.83,73.272,-3.0701,8.8776,0.79115,34.975,9.5922,1.9125,5.7757,16.278,12.052,192.97
1.045,1.07,1.0595,-4.6975,-13.703,-13.54,219.46,45.88,-4.279,5.6396,-2.2753,16.873,5.2865,3.1975,6.4383,17.646,21.252,145.86
1.045,1.07,1.0547,-4.8793,-13.852,-14.964,227.75,40.749,-3.284,9.3106,0.21434,33.68,9.946,4.1622,1.344,13.632,14.685,125.61
1.045,1.07,1.0512,-5.6741,-16.397,-17.516,264.01,59.694,-3.3775,7.5645,-0.18662,34.446,12.024,5.2668,6.3038,12.958,21.816,150.55
1.045,1.07,1.0578,-4.8134,-13.522,-13.863,224.55,49.905,-3.1143,7.7291,0.74963,18.912,7.7258,5.1595,3.6343,13.606,17.342,160.77
1.045,1.07,1.0561,-4.8785,-13.934,-14.715,227.88,41.652,-3.5832,10.35,-0.0016986,30.957,7.7934,4.7772,7.4694,9.8435,15.054,130.12
1.045,1.07,1.0568,-4.9808,-14.543,-14.953,232.5,45.883,-4.4215,7.0251,-0.42639,27.323,7.5743,3.8401,8,15.341,17.341,138.32
1.045,1.07,1.0493,-5.9395,-16.949,-18.418,276.22,64.012,-4.4384,10.401,1.4587,39.774,10.621,3.6411,4.0125,14.28,22.455,153.2
1.045,1.07,1.0549,-4.9248,-13.783,-14.859,229.63,46.322,-1.5619,8.955,-1.0625,39.255,7.0666,4.0089,7.509,9.7704,7.7408,144.93
1.045,1.07,1.055,-4.9372,-14.09,-15.218,230.51,41.194,-6.1889,9.4301,-0.020451,33.884,12.367,4.7171,4.0473,11.572,13.073,126.18
1.045,1.07,1.0623,-3.888,-10.721,-10.833,182.16,29.998,-4.3119,6.7765,-0.31191,15.444,4.7715,3.2309,4.1166,9.6176,12.52,123.41
1.045,1.07,1.0532,-5.4622,-14.878,-16.038,253.5,71.988,-4.4867,4.2171,-0.61998,30.787,8.7387,4.2701,10.539,1.625,19.069,201.14
1.045,1.07,1.0553,-5.1283,-14.4,-15.236,239.16,51.533,-3.6519,10.867,0.69197,30.14,10.779,2.3673,4.8827,14.452,12.354,154.98
1.045,1.07,1.0544,-5.2346,-14.063,-15.123,243.07,68.236,-3.6611,4.969,0.90619,25.29,11.767,3.8181,5.7344,5.6434,15.054,203.61
1.045,1.07,1.0583,-4.2317,-11.224,-12.072,197.3,42.034,-1.7167,5.026,-0.15176,18.865,11.094,5.1883,6.878,-2.7825,13.867,157.62
1.045,1.07,1.0519,-5.4612,-16.5,-17.566,255,39.749,-4.7018,10.064,1.5988,40.681,12.397,3.6444,8.5842,17.635,17.676,101.46
1.045,1.07,1.0536,-4.9022,-13.881,-15.372,228.75,37.997,-3.6027,9.2103,1.659,45.282,9.3368,4.5401,6.6853,9.4129,4.6579,116.41
1.045,1.07,1.0584,-4.3933,-12.469,-13.11,205.58,32.267,-3.4807,8.9563,-0.95952,30.135,4.5502,4.0404,4.5225,11.655,12.526,114.04
1.045,1.07,1.0594,-4.4222,-12.333,-12.741,206.59,41.154,-5.641,6.4936,-0.19881,19.243,6.0338,3.4389,5.3054,8.5403,18.447,144.92
1.045,1.07,1.0562,-5.1021,-13.96,-14.645,237.3,63.317,-4.1891,5.7647,-0.34997,23.913,11.982,2.3903,3.5714,14.26,11.475,195.71
1.045,1.07,1.0618,-4.3937,-13.133,-12.661,205.96,32.806,-3.716,7.6308,-0.36934,16.313,8.1108,4.2059,9.4289,20.425,9.3695,115.43
1.045,1.07,1.0504,-5.788,-16.627,-17.937,269.33,61.521,-5.2074,9.4934,-1.7478,38.232,11.346,3.7904,5.4863,12.756,23.683,151
1.045,1.07,1.0599,-4.0831,-11.68,-12.282,191.44,22.879,-5.1347,8.0869,-0.32112,27.47,8.764,3.6906,5.412,10.448,8.3684,87.396
1.045,1.07,1.0567,-4.9045,-13.814,-14.501,228.19,54.623,-5.078,1.216,0.50879,28.327,8.529,3.7533,5.0997,14.757,11.268,173.3
1.045,1.07,1.0593,-4.4111,-12.138,-12.495,205.85,44.738,-4.4452,5.2675,0.8553,11.722,9.3602,1.3073,6.4319,5.0346,22.902,152.93
1.045,1.07,1.0528,-5.579,-15.542,-16.549,259.73,63.367,-3.2706,12.39,0.54189,31.38,9.6295,2.1524,4.4068,13.705,18.705,170.93
1.045,1.07,1.0501,-5.6591,-16.135,-17.726,263.38,56.587,-5.2853,9.6217,0.42411,40.318,13.258,5.0154,5.3399,9.628,19.247,143.89
1.045,1.07,1.0514,-5.352,-14.887,-16.481,248.9,56.353,-3.4435,7.1952,0.43857,37.239,13.768,1.4077,6.6339,5.7378,17.789,155.41
1.045,1.07,1.0598,-4.3936,-13.019,-12.962,205.77,31.607,-3.3276,6.624,-0.45336,11.769,11.974,4.7425,4.649,15.318,21.296,104.23
1.045,1.07,1.0511,-5.4166,-15.949,-17.412,252.19,47.794,-4.9321,4.2079,-0.52912,47.126,14.384,3.526,4.392,19.523,9.1509,125.84
1.045,1.07,1.0531,-5.3963,-14.953,-16.157,251.01,61.347,-3.5143,8.3801,0.13474,39.237,7.1379,3.4938,6.0466,11.932,10.94,174.03
1.045,1.07,1.0572,-4.6724,-13.109,-13.861,218.18,41.894,-3.2413,8.7195,-0.89526,31.299,7.9637,1.4654,6.3147,11.945,10.467,140.17
1.045,1.07,1.0552,-5.056,-14.723,-15.399,235.27,51.949,-2.1298,0.33405,-0.91047,33.843,11.547,4.0434,8.3908,17.198,8.055,154.4
1.045,1.07,1.0553,-4.7984,-14.914,-15.626,224.88,21.839,-5.9514,8.343,-0.46583,34.602,10.426,1.8073,9.4211,15.493,23.355,60.734
1.045,1.07,1.0593,-3.9318,-11.525,-12.317,184.61,12.53,-4.1596,7.0943,0.44962,33.767,6.5561,5.1445,4.4085,11.298,7.2575,47.904
1.045,1.07,1.0545,-5.2087,-14.253,-15.376,242.39,59.233,-5.2957,8.4586,1.7447,33.58,5.6568,3.3597,3.2351,11.609,14.029,176.87
1.045,1.07,1.0552,-5.1293,-14.528,-15.291,239.21,50.363,-2.8788,10.202,1.6049,27.893,12.205,2.7651,4.3354,15.896,12.812,150.17
1.045,1.07,1.0554,-5.3364,-14.958,-15.684,248.49,61.594,-6.3181,8.5509,-0.50845,29.761,9.5224,2.4402,6.6289,14.622,13.737,178.58
1.045,1.07,1.0565,-4.9042,-14.107,-14.842,228.98,42.999,-4.9023,8.458,-0.23364,35.79,6.6257,2.6919,7.0809,15.873,9.6497,134.77
1.045,1.07,1.0538,-5.2942,-14.903,-15.968,246.4,57.12,-5.0644,6.7434,0.9105,32.198,10.577,2.7585,3.4609,14.473,16.145,163
1.045,1.07,1.0546,-5.2001,-14.121,-15.12,241.95,61.635,-2.8976,9.1292,0.4841,32.986,3.4673,3.5913,1.7032,13.256,14.245,184.92
1.045,1.07,1.0541,-5.3972,-14.835,-15.875,250.88,66.595,-4.9133,6.8849,-0.48564,34.379,7.0015,2.9692,7.1949,10.112,13.816,190.79
1.045,1.07,1.0531,-5.0616,-14.172,-15.679,235.99,44.839,-3.6743,10.066,0.053939,42.454,9.7123,3.183,7.5731,6.1768,11.17,133.36
1.045,1.07,1.0528,-4.8245,-14.521,-15.86,225.92,21.917,-3.1317,11.159,-0.92305,38.864,12.675,3.479,4.6648,10.679,23.326,60.166
1.045,1.07,1.0501,-5.9175,-16.878,-18.219,274.86,68.746,-4.0724,6.3997,0.0718,45.034,8.1471,3.2314,6.027,17.595,14.368,169.11
1.045,1.07,1.0583,-5.0353,-14.461,-14.528,234.98,52.901,-6.2715,8.198,2.1961,17.969,5.8969,4.1474,7.6698,15.696,19.411,161
1.045,1.07,1.0563,-4.879,-14.134,-14.871,228.17,37.88,-4.3838,11.721,-0.84155,35.386,6.6427,2.9792,8.4603,12.985,12.989,117.9
1.045,1.07,1.0558,-5.1409,-14.745,-15.214,239.73,52.781,-2.4342,8.7051,-1.5193,25.895,9.9362,2.0345,5.8596,16.694,18.003,154.58
1.045,1.07,1.0561,-4.7442,-13.71,-14.514,221.44,38.863,-2.8597,5.7307,0.52027,31.002,9.8318,2.5821,6.8611,12.41,14.205,123.17
1.045,1.07,1.0581,-4.6968,-13.282,-13.801,219.49,42.164,-5.1028,9.7538,-0.48868,26.163,8.8813,4.2783,5.9967,12.604,11.023,141.24
1.045,1.07,1.0506,-5.7119,-16.234,-17.683,265.27,64.931,-3.7864,4.2414,0.27723,46.923,8.444,3.4996,5.7589,16.654,10.465,166.94
1.045,1.07,1.0576,-4.7437,-13.57,-14.164,221.69,40.507,-5.0722,9.227,-0.17667,29.84,4.9283,4.5394,9.8762,8.4197,15.124,131.66
1.045,1.07,1.0576,-4.7283,-13.242,-13.857,220.64,45.425,-3.6719,7.703,1.2398,25.619,9.2603,2.8098,8.1347,9.6661,11.516,150.91
1.045,1.07,1.0559,-4.6924,-14.276,-14.892,219.35,29.376,-1.8747,3.6787,-0.77866,32.923,10.213,2.885,6.2123,18.685,16.761,88.591
1.045,1.07,1.0574,-4.9625,-13.696,-14.034,231.22,58.001,-3.2891,8.2146,0.46025,18.541,4.7838,3.838,4.288,12.064,20.521,181.19
1.045,1.07,1.0544,-5.5412,-15.856,-16.42,257.96,63.212,-4.4557,8.1674,0.8586,26.993,9.7775,2.84,7.2778,16.872,18.62,170.68
1.045,1.07,1.0588,-4.5421,-13.266,-13.54,212.43,35.405,-3.2147,6.8044,-0.36775,28.311,5.0992,3.7134,4.7352,19.533,10.644,119.95
1.045,1.07,1.055,-4.9378,-14.736,-15.49,230.81,34.278,-3.2959,8.3517,1.1555,31.821,8.432,3.4708,6.8834,14.494,21.401,98.301
1.045,1.07,1.0549,-5.0668,-13.916,-14.794,235.76,58.413,-1.3703,6.9425,-0.79819,29.945,4.4053,2.0491,2.0313,13.155,18.658,176.49
1.045,1.07,1.0549,-4.8958,-14.129,-15.289,228.41,40.047,-5.2722,6.0099,-0.00018403,40.943,7.3128,4.6739,10.433,7.5319,11.415,122.63
1.045,1.07,1.0533,-5.3716,-14.289,-15.58,249.52,68.617,-2.8518,8.8798,2.0756,32.474,8.223,2.9191,4.1552,7.7203,12.229,199.71
1.045,1.07,1.0591,-4.3528,-12.472,-12.985,203.71,31.596,-4.3469,7.5727,-0.76745,25.686,10.28,4.8889,8.565,8.4686,9.7184,113.18
1.045,1.07,1.0603,-4.3364,-11.449,-11.898,202.56,46.049,-5.3101,10.179,-0.69886,18.579,5.4073,1.9176,5.5247,5.1452,12.855,174.22
1.045,1.07,1.054,-5.2494,-15.626,-16.428,245.12,42.809,-5.2612,8.9977,-1.0571,35.372,10.125,4.9966,5.4022,18.375,18.181,117.45
1.045,1.07,1.0543,-5.1121,-14.275,-15.242,238.15,52.879,-1.7405,8.8658,0.38262,30.029,8.1375,2.7236,2.9799,12.502,18.485,156.22
1.045,1.07,1.0554,-5.3297,-14.56,-15.413,247.96,66.012,-5.87,8.9587,-0.088904,34.857,4.2334,2.517,6.6116,13.424,9.4462,195.54
1.045,1.07,1.0561,-4.8,-13.598,-14.485,223.97,43.562,-4.3113,7.2512,-1.2038,36.154,2.0057,1.4868,1.9448,16.413,16.613,137.62
1.045,1.07,1.0557,-4.8767,-14.349,-15.19,228.18,33.014,-4.4545,11.475,0.0025646,37.197,8.6593,0.79607,8.4414,14.817,13.761,100.39
1.045,1.07,1.0557,-4.9725,-13.891,-14.729,231.91,49.761,-2.4749,10.032,-1.7712,35.693,5.5674,3.7909,3.0447,16.009,9.4695,155.76
1.045,1.07,1.0586,-4.8232,-13.773,-13.893,225.19,48.744,-3.2952,8.1434,-0.86824,21.833,7.3491,3.5936,7.251,16.14,13.232,157.74
1.045,1.07,1.0569,-5.1812,-14.025,-14.321,240.62,73.117,-1.8516,4.0366,0.072362,17.708,7.3214,2.6097,6.3297,12.487,15.511,222.73
1.045,1.07,1.0561,-5.3965,-14.712,-15.239,251.06,70.641,-4.9047,9.9454,-0.031468,26.854,6.2603,3.589,5.2359,15.729,10.501,207.38
1.045,1.07,1.0545,-4.9341,-14.102,-15.199,230.08,43.338,-3.9651,6.5036,0.41672,32.461,11.674,3.4868,2.5114,13.615,15.751,130.96
1.045,1.07,1.0597,-4.4611,-12.815,-13.128,208.83,34.579,-5.2183,9.0633,-0.24347,25.435,6.933,4.2202,10.877,9.2034,10.601,121.86
1.045,1.07,1.0594,-4.7408,-13.285,-13.334,221.33,50.392,-2.4406,9.0868,-0.55849,22.476,6.4138,2.865,8.2959,16.019,7.0513,170.05
1.045,1.07,1.0573,-4.4418,-12.706,-13.445,207.71,31.518,-1.2866,7.8575,-0.061736,29.011,6.7673,3.2205,9.5837,5.1376,16.503,106.89
1.045,1.07,1.052,-5.6074,-14.816,-16.243,260.22,76.505,-2.5313,9.5507,-0.67816,34.682,10.451,4.101,4.6863,5.9205,11.589,211.75
1.045,1.07,1.0581,-5.0058,-14.038,-14.254,233.31,57.984,-4.4874,7.4617,-1.0476,24.622,5.0379,1.8317,7.8975,15.999,12.947,182.62
1.045,1.07,1.0566,-4.8035,-14.358,-14.896,224.82,31.531,-3.8639,9.6436,0.70993,31.603,7.2258,3.7926,7.2879,16.558,16.681,96.118
1.045,1.07,1.0546,-5.5134,-15.109,-15.815,256.27,72.558,-4.0665,8.4211,-0.70462,25.308,9.7235,4.2315,5.7511,11.997,15.947,203.88
1.045,1.07,1.0496,-5.7825,-17.595,-18.583,269.32,51.228,-3.3797,5.5378,-1.161,36.071,14.53,4.0096,6.1167,19.912,27.961,115.84
1.045,1.07,1.0491,-5.8156,-16.62,-18.322,270.18,62.469,-5.1681,5.5268,1.3627,47.665,8.041,3.7867,6.0684,12.586,17.891,153.43
1.045,1.07,1.0524,-5.1722,-14.605,-16.036,240.68,50.964,-1.2656,5.5793,-1.3995,46.248,8.8449,2.3031,7.2803,11.526,8.0481,146.95
1.045,1.07,1.0562,-4.7952,-14.181,-14.764,224.09,36.002,-3.0766,6.9295,0.14986,25.884,12.07,3.6233,6.8883,13.586,19.142,109.21
1.045,1.07,1.0609,-4.2295,-12.186,-12.251,198.4,27.913,-3.5462,10.795,0.57743,16.932,12.452,3.3338,6.2662,14.504,8.3962,103.93
1.045,1.07,1.0607,-4.1252,-11.843,-12.148,193.33,26.822,-4.8671,7.2743,0.021964,21.31,10.163,3.8804,6.6459,11.264,9.1137,102.12
1.045,1.07,1.0549,-5.0249,-14.8,-15.549,234.7,39.229,-3.4271,8.694,2.1266,32.174,5.3764,3.9496,5.2803,15.867,21.1,112.51
1.045,1.07,1.0567,-4.949,-14.456,-14.821,230.94,45.62,-3.1409,6.0411,1.1078,26.572,5.6302,2.574,5.4667,18.998,18.406,137.35
1.045,1.07,1.057,-4.8219,-13.846,-14.434,224.79,46.563,-4.3788,3.5953,0.55372,32.31,1.7727,3.5554,5.853,15.823,14.948,147.53
1.045,1.07,1.0576,-5.2196,-14.973,-14.964,243.14,61.345,-3.9186,5.9333,0.53873,18.413,9.2423,4.5972,7.2427,19.425,14.704,180.83
1.045,1.07,1.0593,-4.449,-12.971,-13.33,208.48,29.738,-5.6717,9.8923,0.11233,23.221,11.729,3.891,7.5286,12.81,11.414,103.25
1.045,1.07,1.0554,-4.8538,-13.269,-14.426,225.76,54.541,-4.7363,3.2047,-2.1114,32.181,10.305,3.0973,2.7548,9.5543,12.366,175.11
1.045,1.07,1.0563,-4.6783,-13.396,-14.294,218.45,38.076,-3.7803,6.643,-1.1595,31.677,11.805,2.6318,4.7691,12.818,12.084,123.65
1.045,1.07,1.0578,-5.0036,-14.243,-14.491,233.24,54.304,-4.5281,6.1634,1.6136,23.015,8.0997,6.6039,6.8486,16.462,9.6099,170.01
1.045,1.07,1.0525,-5.538,-15.218,-16.495,257.32,67.835,-4.4849,7.5379,-0.31727,34.681,14.316,1.9209,6.0369,11.023,11.178,187.2
1.045,1.07,1.0577,-4.6505,-13.144,-13.597,216.91,45.683,-2.0526,5.0328,-0.9183,21.251,11.64,2.1593,5.5134,12.766,14.741,151.77
1.045,1.07,1.0559,-5.1393,-14.482,-15.167,239.11,59.181,-4.7576,3.7027,-0.18119,31.549,10.702,3.9257,4.3735,19.285,5.4387,179.16
1.045,1.07,1.0576,-4.5927,-13.254,-13.919,214.58,35.794,-3.7307,6.1969,1.1117,33.238,6.5704,5.5503,6.5332,14.243,6.6906,120.41
1.045,1.07,1.0547,-4.6963,-13.514,-14.916,219.68,28.46,-4.6393,10.988,-0.10328,43.641,10.849,3.9422,7.8562,7.6324,7.3238,90.022
1.045,1.07,1.0557,-5.0594,-14.111,-14.94,235.97,51.963,-3.7975,10.982,-1.6736,30.96,8.2952,4.5675,9.6741,6.0855,14.344,159.27
1.045,1.07,1.0579,-4.6019,-13.717,-14.183,215.29,31.353,-5.5556,5.7588,0.45624,27.901,7.3152,2.8574,7.6796,14.652,18.34,99.934
1.045,1.07,1.0594,-4.6742,-13.907,-13.879,218.92,35.853,-6.7989,9.222,-0.76593,19.774,5.0638,4.8307,4.0983,19.739,21.668,112.32
1.045,1.07,1.0535,-5.2383,-14.425,-15.514,243.65,59.733,-0.6736,7.9025,-0.292,34.066,6.6651,3.5325,4.3207,10.779,15.285,174.17
1.045,1.07,1.0588,-4.278,-12.59,-13.156,200.42,23.916,-4.7637,6.4744,0.49852,26.394,9.4133,2.786,7.272,10.919,15.205,83.485
1.045,1.07,1.0627,-3.5515,-10.592,-10.712,167.23,7.5398,-3.8642,5.4263,-1.3253,22.361,5.2751,3.5689,6.1798,11.788,11.493,31.687
1.045,1.07,1.0537,-5.277,-15.164,-16.129,245.94,50.966,-2.332,8.8191,-0.89953,39.732,6.7861,3.9732,8.0695,13.924,12.738,144.45
1.045,1.07,1.0535,-5.4017,-15.165,-16.237,251.49,58.982,-3.8738,9.5163,-1.3602,40.023,7.0991,2.4279,5.7187,15.336,11.34,166.3
1.045,1.07,1.0533,-5.337,-14.737,-15.948,248.19,61.492,-4.3949,7.2296,0.20622,37.099,3.4459,0.53568,5.9606,9.8318,20.1,173.57
