V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0544,-5.2835,-15.508,-16.427,246.06,49.798,-1.6905,4.3604,-0.20695,39.269,11.445,5.2685,5.4189,5.9445,1.1376,20.028,8.1248,4.0914,22.683
1.045,1.07,1.0544,-4.5512,-13.08,-13.906,212.58,35.697,-6.0439,5.1281,-0.45835,29.02,10.251,7.1486,2.7211,2.5941,1.4358,13.355,15.573,7.2164,50.666
1.045,1.07,1.0589,-4.988,-14.646,-15.004,232.69,47.481,-4.0692,4.7273,-1.2438,25.745,10.042,5.1689,3.4192,8.7419,1.8066,16.232,16.912,2.7809,51.147
1.045,1.07,1.0561,-4.8057,-14.055,-15.484,224.62,28.663,-1.7496,9.1412,0.39077,45.048,6.8838,4.0257,5.7153,5.4334,1.4158,10.575,13.13,3.2864,39.795
1.045,1.07,1.0569,-5.1224,-14.763,-15.032,238.97,51.602,-0.61362,9.416,0.26605,26.665,4.8878,5.6416,4.3633,6.8063,1.2538,18.016,15.76,4.4461,46.751
1.045,1.07,1.0561,-5.2938,-14.424,-15.075,246.09,69.764,-4.5924,6.7624,-1.2264,19.447,10.863,5.4627,3.697,6.7016,2.1972,7.216,20.801,4.5317,60.89
1.045,1.07,1.0579,-4.8546,-14.09,-14.229,226.6,47.326,-4.7832,5.9459,0.15788,18.573,7.0056,6.575,2.2429,6.5723,1.6224,15.729,22.836,4.1763,69.681
1.045,1.07,1.0539,-5.3473,-16.011,-16.647,249.44,47.149,-4.3484,6.8049,-0.91316,34.738,9.6815,6.4109,2.2823,6.9945,1.2745,21.225,18.999,4.3325,50.814
1.045,1.07,1.0518,-5.4731,-15.062,-15.752,254.34,71.135,-2.9709,7.4131,-0.29137,31.397,5.8539,7.2903,5.2286,3.3561,1.1035,17.139,10.32,7.1214,29.09
1.045,1.07,1.06,-4.7674,-13.613,-13.921,222.92,41.837,-3.4015,11.226,1.5361,21.224,11.382,3.9296,4.7226,6.6632,1.2257,14.831,10.069,4.9392,33.234
1.045,1.07,1.0524,-5.2257,-15.076,-16.283,243.54,46.749,-2.3863,7.7939,0.39856,41.938,4.8259,5.8533,3.4114,4.6336,1.3843,14.741,17.324,5.4393,48.215
1.045,1.07,1.0568,-4.8479,-13.358,-13.377,225.83,60.56,-5.1139,5.917,-0.39499,15.483,7.2899,7.462,4.2993,5.7778,0.30809,13.87,13.147,6.7761,43.121
1.045,1.07,1.0629,-3.7892,-10.068,-10.293,177.07,35.583,-3.4197,3.1008,-0.29529,12.988,8.7189,4.4571,2.8595,8.0441,1.6251,2.3725,8.0932,5.9148,34.695
1.045,1.07,1.0571,-5.3402,-14.936,-15.799,248.38,62.424,-3.3707,6.1619,0.64561,34.375,6.1151,4.1966,3.7907,3.7455,2.8606,18.339,10.677,3.1852,30.977
1.045,1.07,1.0579,-4.7375,-14.051,-14.76,221.75,30.073,-4.0778,9.683,0.56481,32.215,7.2066,3.7199,5.3009,4.8276,2.0181,15.752,16.656,5.357,51.864
1.045,1.07,1.0573,-4.5683,-12.823,-13.073,213.31,44.088,-2.1464,7.4512,0.71771,21.639,5.2379,9.8528,4.9293,6.5754,1.1632,11.557,12.513,2.2803,43.088
1.045,1.07,1.0545,-5.1104,-13.874,-15.066,237.87,57.529,-2.1815,9.5326,-1.7969,37.012,7.5566,5.76,4.4523,8.4858,1.8179,4.4855,9.6935,4.6904,29.66
1.045,1.07,1.0597,-5.1121,-14.943,-14.782,238.4,55.33,-2.4953,5.8999,-0.14099,15.477,9.7935,5.0593,3.6126,9.3175,1.7824,18.477,19.301,3.2747,57.038
1.045,1.07,1.0532,-5.408,-15.276,-16.417,251.8,56.72,-4.5731,8.966,0.87082,32.749,13.912,7.2726,3.514,3.5605,1.6908,14.621,14.368,2.7782,39.965
1.045,1.07,1.0586,-5.1674,-14.795,-15.255,241.2,51.4,-4.2144,11.209,0.018258,24.622,9.6526,4.0395,2.0646,5.5471,1.9445,17.457,17.797,3.7859,52.714
1.045,1.07,1.0523,-4.8946,-14.248,-15.828,228.83,29.421,-5.3692,10.989,0.35553,47.829,7.5824,5.7249,4.7821,3.0805,2.2482,12.392,12.323,6.0755,36.107
1.045,1.07,1.0465,-6.0353,-17.745,-19.386,280.78,58.267,-5.1114,9.0661,-0.5184,49.652,16.128,5.2565,2.591,8.0992,1.3356,16.627,14.859,7.6756,33.887
1.045,1.07,1.0543,-4.9653,-13.472,-14.748,231.06,54.034,-3.8795,6.8326,1.1096,31.828,8.2052,5.5848,1.9269,5.7511,1.7318,4.4306,16.521,5.6539,51.291
1.045,1.07,1.0524,-5.7814,-15.262,-16.511,267.92,85.433,-2.4843,7.1638,0.56497,33.031,7.4686,5.4316,1.2489,6.9138,1.5279,7.4476,14.265,4.9134,38.16
1.045,1.07,1.0516,-5.6052,-15.666,-16.451,260.63,68.901,-4.2187,8.4801,0.57029,28.568,11.066,6.411,4.3454,7.6495,1.8245,12.154,15.337,7.2175,41.347
1.045,1.07,1.0611,-4.3098,-12.397,-12.585,201.58,34.232,-3.4487,5.2861,0.54808,14.563,10.332,4.7496,4.9227,7.0778,0.67367,9.2607,17.657,4.6369,62.873
1.045,1.07,1.0584,-5.1535,-14.766,-15.118,240.24,55.008,-3.0282,7.6127,-0.052446,26.725,8.4181,2.8634,5.129,8.7495,2.4673,16.035,11.359,6.1957,34.075
1.045,1.07,1.0536,-5.0271,-14.642,-15.76,234.34,43.453,-5.6485,4.315,-0.36145,41.922,8.4171,3.8417,2.4286,8.6556,1.0897,13.234,11.55,8.7073,33.841
1.045,1.07,1.0594,-4.3912,-13.032,-13.336,205.58,27.852,-5.2864,5.2297,3.2612,20.594,7.9741,5.3399,4.1045,7.4923,1.1768,12.656,18.319,5.3289,61.781
1.045,1.07,1.0578,-4.8909,-14.202,-14.409,228.57,44.995,-4.5269,9.5288,-1.7564,23.218,6.4544,4.7441,3.1512,5.3762,0.72163,17.382,19.943,6.4857,60.978
1.045,1.07,1.0511,-5.6718,-16.46,-16.956,263.96,64.589,-3.4323,7.5542,-0.76059,26.85,9.2174,9.229,4.7327,6.6771,1.91,17.154,23.723,3.7036,60.109
1.045,1.07,1.0531,-5.1216,-14.016,-15.452,238.37,55.478,-7.0183,7.5634,-0.86194,35.745,11.055,6.5227,3.0809,2.5937,2.1269,8.4055,14.188,5.0356,42.541
1.045,1.07,1.0598,-4.0572,-11.206,-11.298,189.89,33.89,-4.0273,7.1167,1.8694,14.395,5.0184,8.7735,1.1464,4.6414,1.8235,10.846,14.317,3.8148,55.942
1.045,1.07,1.0564,-4.54,-12.843,-13.616,211.93,38.771,-3.3251,5.5386,-0.48284,24.66,8.9649,6.9143,4.131,5.4977,1.4592,6.6059,19.585,4.4799,64.588
1.045,1.07,1.0541,-5.5912,-15.53,-16.643,259.88,67.228,-2.5651,8.1026,0.4759,34.261,12.385,5.8091,4.3984,6.0663,1.7385,13.22,10.402,2.6958,28.398
1.045,1.07,1.0578,-4.7387,-12.342,-12.898,220.38,63.584,-4.8429,6.0491,1.1451,18.407,6.3958,7.3674,1.9238,2.6058,1.2264,9.5172,11.478,3.9748,39.647
1.045,1.07,1.057,-4.676,-13.174,-14.257,218.11,40.32,-4.1135,5.4856,0.58982,27.992,15.862,3.936,3.8444,6.0525,1.6081,7.0749,11.796,5.7268,38.645
1.045,1.07,1.0586,-4.777,-13.186,-13.544,222.74,53.708,-5.0605,7.3296,-0.8046,17.032,8.6869,6.4783,3.2517,3.9831,2.302,11.588,18.342,3.6353,60.457
1.045,1.07,1.0537,-4.9964,-14.388,-15.584,233.39,38.478,-5.5842,10.866,0.62616,37.066,7.9206,6.71,2.6408,5.5562,1.8422,10.372,19.221,4.482,56.274
1.045,1.07,1.0622,-4.0811,-11.642,-11.91,191.24,26.478,-3.403,7.1493,2.1356,15.293,14.402,4.7891,2.677,6.9693,2.0642,10.409,9.0555,4.1131,35.017
1.045,1.07,1.0539,-5.7653,-15.297,-16.218,267.2,88.833,-3.4748,6.2011,-2.7686,23.646,9.1784,3.7438,4.3348,1.929,1.7807,10.446,20.894,6.2479,55.695
1.045,1.07,1.0556,-5.3272,-14.834,-15.324,248.05,63.587,-3.3838,9.6817,0.71013,22.834,8.5786,4.1609,3.4215,2.9348,2.1956,17.419,16.683,7.0964,48.187
1.045,1.07,1.0577,-4.7086,-14.144,-15.34,219.96,27.635,-3.8081,2.9707,0.38009,41.906,3.8438,3.1917,4.2773,7.655,1.7432,10.858,20.955,3.3189,62.459
1.045,1.07,1.0611,-4.8077,-13.149,-13.651,224.14,54.231,-4.2224,8.3237,-0.51413,26.162,4.1566,4.4316,2.9295,8.502,1.5461,9.6061,11.195,2.6226,37.68
1.045,1.07,1.0592,-4.8701,-14.041,-14.975,227.16,42.769,-4.7726,4.9281,-0.37903,31.682,8.7979,2.8275,4.6903,3.8298,1.67,13.902,16.906,3.421,52.619
1.045,1.07,1.0526,-5.3955,-14.742,-16.212,250.66,64.917,-5.6862,5.9207,-0.70206,39.508,2.3543,5.1367,2.0711,3.2233,1.8502,8.5192,22.189,5.3763,61.372
1.045,1.07,1.0548,-4.9987,-14.245,-15.032,232.73,51.868,-3.0633,3.445,-0.84339,32.586,9.1603,7.0595,1.8183,7.0571,1.3498,14.196,12.879,4.3797,39.152
1.045,1.07,1.0535,-5.4319,-14.792,-15.443,252.54,71.63,-3.7879,9.0921,-0.62197,27.818,4.7149,7.9472,2.4931,7.5557,1.8439,10.568,16.652,4.5946,47.63
1.045,1.07,1.0478,-6.1478,-17.695,-19.327,285.76,66.56,-4.4279,10.141,-0.67535,48.925,7.411,6.6354,3.7942,6.9131,1.4905,13.621,22.357,3.6652,50.816
1.045,1.07,1.0564,-5.0491,-14.741,-15.334,235.43,48.471,-4.8891,4.8214,-1.8633,32.832,9.179,5.7638,4.1355,5.0533,1.277,19.979,12,4.4748,35.921
1.045,1.07,1.0641,-4.3519,-12.809,-12.251,203.64,38.523,-2.4131,4.4207,0.15272,3.8471,9.6488,4.2266,4.0174,8.8947,1.8058,14.784,21.239,3.4922,73.313
1.045,1.07,1.0478,-5.296,-16.131,-16.912,247.27,39.736,-4.7558,7.3517,-1.5153,38.407,9.7776,8.4143,4.5616,8.77,1.1782,16.447,21.371,9.2021,53.641
1.045,1.07,1.0566,-4.8966,-13.635,-14.037,228.16,54.558,-3.643,6.5577,1.5107,22.713,7.4,6.4222,4.2991,9.3329,2.0696,9.5232,12.223,5.8786,39.275
1.045,1.07,1.054,-5.187,-15.781,-16.774,242.44,33.377,-3.2703,9.0404,-0.76624,41.039,9.2438,7.1217,3.1307,7.4899,1.9072,17.548,20.648,1.4255,55.146
1.045,1.07,1.0592,-4.3423,-12.798,-13.291,203.34,25.835,-2.6701,6.4974,0.50706,30.009,8.5885,5.0934,3.5537,8.9816,1.1578,12.932,8.7491,5.2585,30.668
1.045,1.07,1.0554,-5.6059,-15.401,-15.721,260.45,78.194,-3.5599,7.7319,1.2472,18.674,7.1131,4.8201,2.6051,6.0729,1.7094,15.272,19.86,6.2992,54.394
1.045,1.07,1.0581,-4.3408,-13.21,-13.783,203.65,18.021,-4.2386,7.4455,-1.6802,31.812,9.7443,6.1416,2.941,5.3942,1.2058,16.846,15.277,4.2879,50.559
1.045,1.07,1.0554,-4.9477,-13.931,-15.229,230.94,41.566,-2.66,11.118,-0.96256,39.229,9.9984,3.3881,4.9855,6.2411,1.2607,7.9507,10.601,6.1663,32.596
1.045,1.07,1.0588,-4.7293,-13.985,-14.519,221.03,35.823,-2.2444,6.3054,-1.562,32.719,3.8429,3.2282,4.4983,7.8082,2.1168,14.536,17.591,5.2741,55.116
1.045,1.07,1.0534,-5.8197,-16.203,-16.907,270.3,78.253,-5.7672,7.1526,-0.083234,34.777,6.4667,6.6048,4.9658,7.3695,1.7965,18.115,8.7253,4.6012,23.012
1.045,1.07,1.0552,-4.7273,-13.749,-14.488,220.86,36.67,-4.3217,7.0395,0.0082291,32.501,7.6503,6.6821,2.9244,6.9425,1.691,12.981,14.76,5.8115,46.619
1.045,1.07,1.0568,-5.0693,-14.706,-15.4,236.7,45.915,-5.0825,9.4405,-2.9947,31.633,8.4249,6.4714,3.0849,5.9781,1.3288,15.028,19.189,2.2644,56.688
1.045,1.07,1.0519,-5.3756,-15.637,-16.554,250.63,49.451,-2.7139,9.5925,1.5309,33.376,13.779,6.2005,2.1174,6.4303,2.9843,17.018,14.88,6.0971,40.403
1.045,1.07,1.0629,-3.8648,-10.857,-11.241,181.27,22.204,-2.6977,7.4841,0.49139,24.145,4.8454,5.4643,4.3052,3.5188,1.3572,12.09,6.3767,2.9237,26.331
1.045,1.07,1.0509,-5.9326,-16.529,-17.521,275.62,75.234,-2.6665,10.256,0.73711,35.519,7.694,7.9021,4.3132,7.2577,1.9581,14.068,15.295,3.2919,38.567
1.045,1.07,1.0557,-4.808,-13.103,-13.09,224.15,58.942,-4.2624,8.9962,0.67966,11.731,9.157,10.46,3.3825,7.3225,1.8693,10.235,14.023,4.6112,46.501
1.045,1.07,1.0511,-5.2439,-14.675,-15.954,243.81,57.414,-3.1783,4.66,-0.77885,38.791,10.095,7.0239,3.5698,3.6628,2.2324,13.064,11.625,6.0568,33.249
1.045,1.07,1.0584,-4.9641,-13.892,-14.178,231.45,55.512,-3.8976,8.2679,-0.058831,23.74,8.3909,4.1436,4.6835,6.4077,1.8222,16.082,8.128,6.57,25.983
1.045,1.07,1.0482,-5.3668,-15.564,-17.266,250.24,43.422,-5.5739,9.9751,-1.2102,51.282,9.4991,7.8816,2.976,5.0279,1.4935,13.043,13.853,5.9236,36.386
1.045,1.07,1.0574,-4.6894,-12.872,-13.295,219.15,47.033,-4.9895,12.688,-1.0984,19.585,5.3462,6.6519,4.7844,2.7932,2.1011,9.7062,19.084,5.3672,63.679
1.045,1.07,1.0499,-4.947,-14.207,-15.9,230.48,39.043,-3.734,4.3297,-0.25891,47.035,6.8817,6.7962,2.6597,7.7499,1.638,4.9611,17.601,6.9047,49.717
1.045,1.07,1.0586,-4.3463,-12.665,-12.567,203.7,31.98,-3.0221,9.494,-1.0141,16.89,6.0103,7.5395,3.3335,3.0197,2.1177,18.275,17.763,5.3129,61.293
1.045,1.07,1.0598,-4.3576,-12.042,-12.697,203.98,33.599,-3.012,11.873,0.21611,22.766,10.029,3.7325,3.1928,3.0241,1.2377,9.8136,11.765,6.0433,42.851
1.045,1.07,1.0557,-5.0235,-14.456,-15.444,234.51,42.969,-4.0854,9.6399,-1.2101,35.153,11.907,5.0288,3.3913,8.3607,1.3945,10.843,12.831,4.7328,38.54
1.045,1.07,1.0499,-5.0922,-14.308,-15.577,237.12,49.792,-3.2962,6.9714,0.33659,44.238,6.5722,8.5979,3.0513,6.852,1.1394,11.668,6.7394,6.9087,19.843
1.045,1.07,1.0526,-5.3768,-15.395,-16.385,250.51,54.056,-2.3786,9.4181,-1.4617,33.098,8.2971,7.259,5.7491,4.9437,1.974,11.66,22.196,3.2561,60.167
1.045,1.07,1.0526,-5.8188,-16.393,-17.714,270.74,65.105,-5.3647,11.626,0.047942,42.844,9.227,4.2078,5.2825,7.2051,1.3199,13.41,11.441,5.2245,29.454
1.045,1.07,1.0565,-4.9775,-13.58,-14.465,231.68,57.294,-5.5951,6.3667,1.5815,25.037,10.064,5.8404,4.5077,9.2491,1.7974,3.357,13.815,4.6888,43.832
1.045,1.07,1.0528,-5.267,-14.558,-15.443,245.06,61.77,-3.2732,8.0269,-0.47043,35.069,5.4143,10.14,3.089,5.3451,1.1954,13.82,11.267,2.1913,33.068
1.045,1.07,1.0594,-4.4043,-12.885,-13.046,205.94,34.656,-4.5045,4.0535,0.50685,21.648,6.4466,5.9303,2.8374,6.667,1.8765,15.54,15.486,5.3261,53.5
1.045,1.07,1.0565,-5.4473,-15.152,-16.005,253.22,67.701,-5.4321,5.8091,-0.11945,32.363,8.5938,2.6966,2.5069,6.5145,2.519,15.326,11.848,6.1631,33.724
1.045,1.07,1.0522,-5.0201,-15.43,-16.326,234.8,27.774,-2.6711,8.0575,1.106,37.849,13.481,7.0526,4.5482,8.2904,1.9972,16.98,15.877,5.2672,43.444
1.045,1.07,1.0496,-5.4203,-15.984,-17.492,252.41,45.611,-2.4628,5.478,-0.027595,44.839,13.34,7.0046,3.0607,5.617,1.4529,15.015,16.733,4.3341,42.93
1.045,1.07,1.0585,-4.6651,-13.041,-13.76,217.87,42.471,-4.1131,9.0159,-0.49896,25.942,6.6484,5.6357,2.2674,3.4946,1.3305,11.248,18.164,3.4143,60.348
1.045,1.07,1.0574,-4.8177,-13.811,-14.077,225.16,44.649,-4.256,10.276,-1.4131,25.55,5.1999,7.438,3.8517,6.9996,2.3416,14.67,15.609,3.9927,50.021
1.045,1.07,1.0536,-5.6336,-15.506,-16.21,261.91,73.031,-5.0138,9.7206,1.7475,27.421,8.7628,7.8534,5.1832,5.3612,1.201,14.86,12.25,3.5356,33.704
1.045,1.07,1.0544,-5.6131,-15.318,-16.604,260.33,75.589,-4.0321,3.5276,-1.4475,42.105,7.8117,4.8504,3.3135,2.617,2.0141,18.018,5.356,3.2691,14.732
1.045,1.07,1.0583,-4.4411,-13.018,-13.113,207.65,35.821,-3.3393,4.5449,-0.95122,21.236,8.3509,6.2692,1.9383,5.1745,0.86285,18.426,14.838,6.2084,50.434
1.045,1.07,1.0548,-4.9252,-13.874,-14.708,229.32,51.314,-3.1917,4.0615,-0.16691,33.886,6.9459,5.6242,4.4413,6.3924,2.2634,12.613,9.6757,6.6705,30.253
1.045,1.07,1.0559,-5.4128,-14.792,-15.35,252.06,67.768,-4.2674,12.898,-0.69503,27.215,8.639,5.1987,3.2079,10.38,1.806,9.9167,10.335,5.8298,30.172
1.045,1.07,1.0467,-5.6728,-16.462,-18.161,263.74,54.24,-3.7136,5.1428,2.8138,53.99,4.8278,6.1241,4.4983,6.7749,1.8463,14.862,12.615,8.305,31.147
1.045,1.07,1.0539,-4.7429,-13.63,-14.304,221.55,39.081,-4.6024,8.0025,1.7053,25.707,8.8648,6.422,4.0222,2.2213,1.982,14.58,17.794,8.1693,55.204
1.045,1.07,1.0533,-5.1812,-14.979,-16.356,241.65,42.472,-4.7555,8.5964,1.4843,39.004,11.446,5.4758,4.2504,5.4291,1.8106,11.24,16.26,4.4439,45.796
1.045,1.07,1.0577,-4.919,-13.981,-14.4,229.83,47.08,-6.9502,11.132,-0.28698,21.749,12.232,5.3223,5.664,6.3799,2.5213,12.652,13.073,5.6989,41.544
1.045,1.07,1.0572,-4.8971,-13.35,-13.892,227.85,60.597,-3.8104,4.8391,-1.4084,19.14,12.008,7.5724,1.8106,5.9329,1.0581,9.5008,15.347,2.852,49.581
1.045,1.07,1.0571,-4.9279,-13.407,-14.058,229.32,59.748,-3.265,5.9217,-0.91716,26.512,6.9279,4.4205,2.7412,5.2892,1.2469,11.522,11.422,6.6125,36.831
1.045,1.07,1.0559,-5.1311,-14.434,-15.153,239.36,52.362,-4.9406,11.16,0.0085297,27.737,10.008,5.0574,4.0279,4.553,1.5,14.024,14.335,5.7855,43.17
1.045,1.07,1.0583,-4.8809,-14.495,-14.542,228.15,42.083,-4.8946,7.3981,0.18992,25.076,5.5826,7.0323,5.0774,6.4947,0.6129,21.331,14.776,3.6305,45.757
1.045,1.07,1.062,-3.9465,-12.071,-12.241,185.59,10.552,-3.2704,6.746,0.74082,23.575,8.4348,5.3068,1.7769,6.5738,1.6538,16.861,13.979,3.8425,51.911
1.045,1.07,1.0602,-4.677,-13.775,-13.648,218.63,42.221,-4.3771,5.8542,-1.252,18.702,9.5547,3.8285,2.9956,10.389,1.2429,16.427,14.466,7.022,47.257
1.045,1.07,1.0584,-4.7903,-14.002,-14.637,223.81,37.88,-3.61,7.1357,0.49664,25.516,14.353,4.2169,5.1455,7.3972,0.66083,12.489,13.764,4.4106,43.437
1.045,1.07,1.0596,-5.1175,-14.033,-13.895,238.12,70.364,-2.9361,6.7103,-0.73908,7.3538,10.77,4.5425,3.9506,6.5091,1.6075,13.292,18.676,5.1069,57.528
1.045,1.07,1.0572,-4.5461,-13.284,-13.397,212.98,33.575,-1.1139,11.541,-3.3091,26.69,7.8941,7.3196,3.3697,4.3323,1.4928,20.368,9.9488,5.4675,33.452
1.045,1.07,1.061,-4.7145,-13.113,-13.461,219.76,52.922,-5.3865,4.8147,-1.9026,19.404,9.2427,4.7318,3.4622,5.085,1.6675,12.848,14.612,3.0523,49.47
1.045,1.07,1.0553,-5.2659,-15.253,-16.544,245.77,43.051,-4.0352,11.27,0.29486,40.933,10.266,4.0892,2.2387,7.7008,1.3845,12.124,16.057,3.3815,44.955
1.045,1.07,1.0576,-4.6095,-13.289,-14.581,215.28,31.018,-3.4862,5.6685,0.78416,41.724,3.213,3.7897,2.2126,3.1696,1.7818,12.842,15.769,3.8338,50.689
1.045,1.07,1.0519,-5.3907,-15.14,-16.034,250.84,62.001,-5.1085,7.5465,-0.98517,33.565,6.7134,6.3497,3.7977,5.2791,1.2655,13.474,16.931,7.5245,47.224
1.045,1.07,1.0609,-4.4012,-12.702,-13.653,205.69,30.211,-4.5594,4.0361,-0.36034,33.386,9.9102,2.5308,4.4696,4.8438,1.7007,12.172,9.1232,3.9472,31.984
1.045,1.07,1.0551,-5.5053,-16.054,-17.089,256.7,50.993,-4.7723,10.288,0.38655,39.629,8.1083,3.5015,4.879,11.349,1.3848,11.449,16.563,4.6837,44.307
1.045,1.07,1.0591,-4.5351,-12.889,-13.138,211.77,41.863,-3.5935,5.4411,2.1859,22.282,6.8292,6.0872,3.3298,6.768,1.9088,14.865,9.7332,4.9661,33.853
1.045,1.07,1.0536,-5.7119,-15.86,-16.55,265.11,76.925,-0.93156,5.5046,0.53845,29.267,7.5251,5.7682,4,5.535,1.1727,17.014,14.707,4.5009,39.08
1.045,1.07,1.0544,-4.9455,-13.634,-13.903,230.62,57.278,-6.1433,9.8415,0.22802,20.526,4.9466,8.2196,3.9045,4.627,1.7733,13.139,15.775,7.5666,49.938
1.045,1.07,1.0591,-4.6237,-13.157,-13.91,215.97,39.203,-5.3495,6.7631,-0.71953,31.207,5.7565,4.7841,3.886,5.0024,1.6241,12.439,13.57,4.0143,45.647
1.045,1.07,1.0515,-5.8771,-16.922,-18.107,273.33,65.334,-6.2518,8.031,-0.36929,37.722,15.791,6.2665,4.048,5.2547,1.8112,18.527,13.964,3.5616,34.738
1.045,1.07,1.0554,-5.5966,-16.099,-16.534,260.51,65.589,-5.8063,7.4295,-0.036436,28.133,10.263,5.9307,3.5183,10.118,1.8068,17.232,14.722,4.2966,39.786
1.045,1.07,1.0544,-5.9127,-16.91,-17.205,275.24,72.847,-4.7329,12.05,-0.11664,21.32,9.3748,4.222,2.2288,4.7193,1.9303,21.519,25.687,5.915,63.156
1.045,1.07,1.0496,-5.6196,-16.019,-17.012,261.3,63.815,-2.2563,7.0469,-1.0618,33.376,10.612,8.4625,1.3073,7.3275,0.98203,12.871,22.153,4.8389,56.776
1.045,1.07,1.0517,-5.6301,-16.642,-17.327,262.06,58.141,-2.578,5.5099,-0.034488,35.496,9.6192,6.75,3.6142,7.2831,2.1556,21.323,17.235,5.0699,43.893
1.045,1.07,1.058,-4.2035,-12.111,-12.814,197.01,23.499,-4.6607,8.5721,-0.65909,32.125,5.4269,6.2747,3.021,6.5367,1.9741,9.8,11.544,5.6698,41.893
1.045,1.07,1.0547,-5.1905,-14.998,-16.438,241.76,45.142,-2.1926,5.4568,0.59272,44.972,9.3162,5.07,4.0788,6.1447,1.2235,13.459,11.188,2.1695,31.743
1.045,1.07,1.0533,-5.5874,-15.604,-16.627,259.91,65.242,-3.4431,9.7436,0.29109,36.3,6.3015,4.8349,2.6317,3.2039,1.3459,17.52,15.233,5.6322,41.241
1.045,1.07,1.0555,-5.3379,-14.879,-16.074,248.27,60.465,-6.1753,5.8877,0.75546,33.012,9.1363,6.6502,3.4874,6.1868,1.2073,9.1866,17.94,1.0975,51.341
1.045,1.07,1.0509,-5.221,-15.098,-16.185,243.17,49.368,-3.2449,5.6046,-0.088188,35.753,10.771,6.6802,4.7673,5.3684,0.82106,12.981,16.911,7.1112,46.862
1.045,1.07,1.0464,-6.2939,-17.281,-18.857,291.73,85.133,-2.2158,8.9801,0.8511,43.541,8.9749,7.0246,1.6251,5.8829,2.104,13.26,16.1,5.8585,37.189
1.045,1.07,1.054,-5.4427,-14.869,-15.437,253.38,69.11,-5.3275,12.425,-0.60222,28.88,8.1917,8.0079,3.1206,7.3692,2.1168,14.114,8.2529,4.7788,23.934
1.045,1.07,1.0569,-4.4506,-13.167,-13.772,208.41,26.208,-3.9987,7.4291,0.2237,29.834,8.6586,6.0201,4.061,4.193,1.3955,15.801,13.771,6.0653,45.781
1.045,1.07,1.0557,-5.0951,-14,-15.021,237.54,53.181,-2.8771,12.235,-0.74361,30.472,7.0465,4.7311,4.4045,2.9336,1.288,9.5024,17.524,5.0293,53.124
1.045,1.07,1.0576,-4.6655,-13.623,-14.157,217.89,38.196,-3.2803,4.8507,-0.79937,28.356,8.073,6.6756,3.1062,7.0059,1.2204,14.038,15.92,3.4174,51.372
1.045,1.07,1.0569,-5.0602,-14.705,-15.538,236.17,43.863,-1.4999,8.788,-2.0071,35.135,7.364,2.7955,4.8253,6.0037,1.5565,14.474,16.821,5.482,49.424
1.045,1.07,1.0556,-4.7086,-14.103,-15.1,220.18,27.37,-4.0417,6.0391,0.91149,36.845,8.7992,6.7257,1.6082,5.4235,2.3927,15.576,18.182,2.995,54.875
1.045,1.07,1.0593,-4.5559,-13.137,-13.423,213.05,37.94,-4.6343,7.6243,-0.42012,24.42,11.073,5.8602,1.0499,7.683,1.1579,16.283,8.8345,4.8833,30.337
1.045,1.07,1.0635,-4.6186,-12.975,-12.82,215.57,50.939,-4.4009,5.8918,0.5955,9.196,9.9823,5.2853,3.2499,5.5665,1.1696,15.894,15.332,1.2805,53.187
1.045,1.07,1.049,-5.4532,-14.805,-16.66,253.31,62.051,-3.078,8.0255,0.57189,38.75,12.503,6.514,2.1283,3.0144,1.6342,4.5939,18.787,5.8221,50.677
1.045,1.07,1.0535,-5.31,-14.926,-15.671,246.95,63.19,-4.0931,5.0084,-1.2499,35.463,9.7256,7.7987,3.7578,6.8115,1.6442,17.531,4.7849,4.5516,13.895
1.045,1.07,1.0575,-4.9861,-14.885,-15.814,232.78,36.653,-3.0987,5.3494,0.38162,34.977,11.901,2.7595,3.2149,5.8593,1.8852,17.465,16.348,4.2045,47.585
1.045,1.07,1.0524,-5.2661,-15.215,-15.542,245.46,55.908,-3.4817,8.0776,-0.23853,27.312,9.5904,8.5038,0.98007,6.5816,1.3477,20.564,14.723,6.6453,41.772
1.045,1.07,1.0567,-5.0307,-13.97,-14.64,234.42,55.68,-3.9546,8.4921,-1.0029,29.929,4.6155,5.5168,3.2868,5.522,1.9271,12.871,14.365,4.8917,44.671
1.045,1.07,1.0508,-5.7571,-15.787,-17.126,267.42,72.057,-2.8885,9.8442,-0.57559,37.042,11.783,6.6021,4.7708,5.9274,2.3098,9.7589,12.574,4.4803,33.003
1.045,1.07,1.0631,-3.6979,-10.355,-10.337,173.42,24.604,-3.5322,4.8022,-0.66804,11.677,5.5318,5.5733,3.6582,7.928,0.98475,4.4996,15.953,5.1592,66.788
1.045,1.07,1.0549,-4.4466,-12.931,-14.333,208.23,20.039,-2.9422,9.7293,0.37103,36.824,10.032,4.6326,3.8603,3.2388,1.5217,6.6789,19.152,6.2535,59.935
1.045,1.07,1.0556,-5.4684,-15.559,-16.176,254.35,65.082,-4.538,5.3918,-0.33288,28.42,8.7904,6.0924,3.7949,6.7397,1.4787,16.406,17.146,3.165,47.517
