V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,Q9,P10,Q10,P11,Q11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0632,-4.9452,-13.884,-14.428,230.51,52.932,-4.0346,6.4286,1.1111,1.3657,0.81312,29.532,11.667,5.0227,5.7812,3.6667,2.3403,8.2535,1.4678,14.876,8.2502,3.3922,11.86
1.045,1.07,1.0658,-4.697,-13.312,-13.464,219.7,44.178,-5.5249,10.657,0.98403,0.53282,-0.34136,23.779,12.343,3.3818,4.8058,3.0188,1.9286,6.7593,0.94352,17.651,10.592,4.5873,10.406
1.045,1.07,1.0483,-5.3868,-15.548,-16.662,250.61,54.078,-3.3841,5.1414,2.5619,0.9315,2.0958,39.264,20.229,6.8738,5.614,3.3631,1.2522,5.8857,1.5248,14.509,18.013,4.0743,8.9508
1.045,1.07,1.0489,-5.2002,-16.085,-16.52,243.17,35.246,-6.8262,8.2945,1.8858,0.20082,1.3229,32.48,21.04,11.76,5.6627,4.6093,2.3576,8.2628,1.4782,20.681,19.78,5.5057,12.004
1.045,1.07,1.0611,-4.9155,-13.497,-14.866,228.73,51.627,-3.4172,4.6322,2.2834,-1.3207,-1.0528,39.059,14.429,8.4732,2.5631,1.5206,1.7955,5.9332,2.2189,9.2736,9.4715,3.6286,4.8736
1.045,1.07,1.0525,-4.8285,-13.613,-14.333,225.36,44.829,-4.8252,9.2389,2.0582,0.19064,0.66029,26.812,20.901,11.912,5.6069,4.3756,0.98504,6.5432,0.74362,9.4564,12.287,4.7287,13.864
1.045,1.07,1.0557,-5.6179,-15.16,-16.477,260.69,75.65,-3.8858,6.0047,1.0525,0.013253,-1.1768,27.875,14.786,14.555,5.3568,5.1901,1.6448,2.899,1.2731,8.5317,16.355,4.3163,14.256
1.045,1.07,1.0532,-5.3791,-16.05,-17.085,250.73,46.11,-4.0132,5.8872,2.3723,-1.738,1.1029,33.784,14.418,15.034,6.0216,4.155,1.8159,6.8741,1.0078,14.269,23.603,5.3694,10.664
1.045,1.07,1.046,-5.2871,-15.232,-15.717,246.52,53.84,-2.6027,10.388,1.5234,-0.86677,-1.4982,27.311,23.639,9.047,7.3542,3.4418,2.5907,6.2972,1.9758,14.31,20.615,5.1974,9.3215
1.045,1.07,1.0512,-5.2801,-15.058,-16.02,245.82,54.394,-3.7051,6.7075,2.1116,0.74545,-0.22263,34.187,19.051,11.05,4.597,3.13,2.9355,7.9099,1.0905,12.352,13.443,5.9873,8.8318
1.045,1.07,1.0503,-5.396,-15.928,-17.889,251.31,40.605,-3.3525,4.8568,0.47548,1.479,0.96552,50.859,18.84,11.969,3.8251,4.2115,0.99278,5.3076,1.6623,11.458,17.937,1.6107,10.679
1.045,1.07,1.0525,-5.9961,-17.483,-18.697,278.86,64.78,-4.0339,7.8531,1.122,-0.92144,-0.52733,41.248,17.553,8.0517,4.0349,5.511,1.1131,4.6204,1.2403,18.661,23.14,2.3731,13.033
1.045,1.07,1.0569,-5.2305,-14.996,-15.832,243.62,53.648,-4.4592,5.8378,1.4205,1.0728,-0.20934,26.863,11.447,8.2723,7.1553,0.95588,1.7368,7.8539,1.4418,10.549,26.492,7.6427,2.5977
1.045,1.07,1.0556,-5.8782,-16.806,-18.156,273.6,62.541,-3.6767,11.671,1.4432,-1.0415,-0.053708,44.259,11.838,6.666,3.1709,3.07,1.7905,5.4058,2.8215,16.863,19.042,7.9183,7.6227
1.045,1.07,1.0524,-4.5904,-13.468,-13.402,214.6,38.086,-1.865,7.0516,2.2355,0.93759,1.7087,21.196,22.836,8.2023,4.3892,3.047,1.8816,4.4055,1.1112,21.618,11.222,5.4765,9.9229
1.045,1.07,1.0649,-4.5785,-13.062,-13.865,213.96,36.201,-1.8604,7.4209,1.6156,-1.3219,-0.18181,26.205,8.7969,10.707,5.7506,4.1446,2.8456,6.8159,1.4895,8.3777,16.667,4.9865,14.049
1.045,1.07,1.0643,-5.0784,-14.398,-15.092,236.51,55.579,-3.6972,4.4137,1.3154,-1.3178,-0.0996,31.088,8.4433,6.7381,2.8225,3.594,2.3985,7.5491,1.9919,14.976,12.919,9.2029,11.065
1.045,1.07,1.0673,-5.3989,-14.951,-16.107,251.67,57.62,-3.8213,13.205,1.5108,0.37632,-1.2428,31.592,3.4412,12.354,8.6906,3.6919,0.95268,4.7246,2.0447,13.627,12.118,3.5282,10.834
1.045,1.07,1.0562,-4.9369,-13.526,-14.191,229.91,56.643,-3.6649,7.4086,1.8792,0.074795,0.51207,27.27,19,3.0824,2.4399,4.1774,1.3546,6.9692,2.0804,8.035,15.995,6.2607,13.254
1.045,1.07,1.0638,-5.1853,-14.456,-15.106,241.36,61.868,-6.0071,5.7244,1.5563,-0.60202,1.0701,30.782,12.267,5.1176,4.3394,1.7137,0.88777,5.9135,1.7663,17.922,11.552,2.8544,5.2671
1.045,1.07,1.0584,-5.1063,-15.218,-15.594,238.02,48.845,-5.3785,2.0846,1.8703,-0.58739,0.99736,24.321,13.989,13.915,7.9793,4.8444,1.6855,8.4893,1.6247,17.731,17.122,2.2525,14.042
1.045,1.07,1.0573,-5.0957,-14.861,-15.724,237.6,46.247,-3.6405,5.7414,1.4788,-1.2311,1.5805,33.119,12.231,10.184,6.2023,4.3235,2.4502,3.1482,0.91499,18.239,16.687,5.63,12.583
1.045,1.07,1.0607,-3.9533,-10.529,-10.883,185.12,32.764,-3.7725,9.6157,0.93308,1.6155,0.057989,11.498,15.681,7.0857,6.1497,1.7024,2.8479,1.9944,1.6584,5.7542,16.803,6.0284,6.8085
1.045,1.07,1.0548,-5.0741,-14.784,-15.083,236.72,49.125,-3.1531,7.6202,2.4672,-0.024925,-0.33893,23.786,17.449,8.778,7.6822,4.0538,1.7874,7.1613,1.5823,16.144,19.002,3.7117,11.857
1.045,1.07,1.053,-5.3078,-15.199,-15.696,247.44,55.898,-5.4265,9.9199,2.486,0.4382,0.58616,22.579,16.113,9.5623,9.5704,4.1837,1.6428,6.8967,1.2714,12.35,23.338,3.7537,11.591
1.045,1.07,1.0594,-4.5776,-11.64,-12.202,212.65,65.782,-5.9693,3.5663,2.109,-0.10738,2.948,20.02,17.004,7.4812,5.615,1.3433,2.1373,6.826,1.7469,5.3865,3.8499,2.2131,4.8868
1.045,1.07,1.0533,-5.129,-15.286,-16.32,239.57,37.365,-3.3024,9.0593,1.8522,-2.1803,0.00058654,44.61,18.312,7.5493,4.2248,3.3283,2.5147,8.7128,0.81248,15.512,14.41,4.1923,9.316
1.045,1.07,1.0484,-5.4341,-15.551,-16.981,252.77,54.714,-4.53,5.505,1.6402,0.10651,0.57805,39.387,16.738,10.733,9.3336,2.0548,1.3475,5.3728,0.73124,10.885,21.129,4.242,5.3593
1.045,1.07,1.0466,-5.278,-14.622,-15.903,245.52,58.46,-4.1512,7.9549,1.836,-2.107,0.091561,42.868,20.325,7.4068,8.5831,3.2856,1.8301,5.8734,0.76192,10.225,9.7638,4.8872,9.3148
1.045,1.07,1.0567,-5.1274,-13.735,-14.525,238.77,63.53,-5.6784,11.083,0.73461,-0.47759,1.2226,24.642,14.704,11.542,6.012,2.3649,1.5046,6.1875,2.2805,8.5223,10.363,6.5725,7.412
1.045,1.07,1.0657,-4.6402,-12.857,-13.332,216.71,45.901,-4.2056,9.1484,1.8949,-0.42241,1.0336,20.521,9.6,7.6703,6.5991,2.4085,1.0937,3.5512,1.644,13.668,15.313,4.1922,8.3512
1.045,1.07,1.0591,-4.7083,-13.763,-14.695,220.16,32.301,-4.9588,8.2065,2.2437,-0.65663,-0.50529,34.542,11.644,10.578,8.4637,1.8577,0.88665,7.3935,1.1882,12.545,14.102,5.9414,5.9153
1.045,1.07,1.0515,-4.9557,-14.036,-15.314,231.15,41.798,-1.5966,9.3714,1.5817,-0.081957,0.84151,30.57,16.605,14.277,8.3835,2.4287,1.822,5.0392,1.5471,5.7618,21.45,3.4235,7.0366
1.045,1.07,1.0501,-4.9545,-14.66,-15.492,231.39,36.46,-3.1472,8.1114,2.5895,0.4973,0.19729,31.714,21.046,12.719,4.7117,4.7625,2.1567,5.6723,1.7879,13.896,17.073,5.4495,13.601
1.045,1.07,1.0566,-4.5822,-12.858,-12.576,214.24,47.548,-3.988,10.564,1.4466,-0.71736,0.50135,12.734,20.654,4.469,6.934,2.9974,2.121,5.4851,0.99975,15.209,17.152,2.7466,10.241
1.045,1.07,1.0597,-4.6338,-14.212,-14.766,217.06,24.273,-5.6428,6.3947,2.0707,-0.4851,0.11099,32.075,13.408,8.988,8.5208,5.8808,1.1532,8.5845,1.0506,15.335,16.926,3.0342,18.318
1.045,1.07,1.0652,-4.3777,-12.319,-12.859,204.47,38.341,-2.9991,4.2962,0.73451,0.47357,-1.4163,20.029,10.938,11.538,6.7911,1.9975,0.84498,3.9994,1.7871,13.175,12.742,5.1026,7.2752
1.045,1.07,1.0564,-4.6334,-13.147,-13.82,216.39,39.322,-2.7647,7.8633,1.8936,0.23773,1.5946,26.701,17.182,12.775,5.1684,0.85569,1.6963,6.584,1.7488,12.368,10.803,4.9597,2.8451
1.045,1.07,1.0605,-5.2357,-14.63,-15.615,243.51,58.824,-1.6205,5.3906,2.5688,1.0686,-0.1263,31.711,7.183,6.036,10.422,5.2228,1.2776,4.5226,1.2255,13.012,16.015,4.583,15.351
1.045,1.07,1.0554,-5.2075,-14.068,-15.474,242.02,61.841,-2.0217,6.4155,0.67972,-0.15416,-1.0811,32.282,13.601,12.337,6.6747,3.3042,1.569,2.9673,1.7895,7.5468,13.952,6.1573,9.8238
1.045,1.07,1.0573,-5.9651,-17.882,-19.219,277.74,55.316,-5.8775,7.1997,2.3681,-1.4542,-3.0479,46.314,7.8446,11.922,7.7228,5.0721,2.9156,6.197,1.2697,21.779,19.635,5.8241,11.914
1.045,1.07,1.0606,-4.6685,-13.568,-13.863,218.38,38.374,-4.8052,8.6471,1.3125,-0.63863,-0.93456,27.123,16.188,6.7121,5.0452,1.9597,3.2917,7.3778,1.1169,17.265,12.47,3.7655,6.5376
1.045,1.07,1.0643,-4.4936,-12.504,-13.018,210.14,39.447,-2.5986,10.248,1.6113,-1.0814,-1.7954,24.831,10.755,6.949,7.5552,4.9566,2.1563,4.9267,2.0587,11.596,10.033,4.9094,17.806
1.045,1.07,1.0512,-5.2167,-16.379,-17.484,244.22,23.232,-4.0689,10.166,1.3186,0.51133,0.45394,41.972,15.978,12.137,5.3872,4.3041,2.2848,6.496,1.2309,18.695,24.615,6.1651,10.489
1.045,1.07,1.0486,-5.3715,-14.641,-15.407,249.85,66.778,-2.106,10.546,1.2682,0.38769,0.20176,24.324,24.172,9.7151,4.8609,4.7132,1.1181,5.0335,2.4512,8.4612,17.566,2.9172,13.387
1.045,1.07,1.0522,-4.3516,-13.212,-13.102,204.42,21.353,-4.8061,11.358,1.8949,-0.026334,0.15546,23.737,23.765,9.0654,6.7356,4.6883,1.5251,4.9066,2.0427,21.671,9.82,4.3871,15.668
1.045,1.07,1.0614,-5.1688,-14.025,-15.623,240.2,59.692,-4.3694,4.537,1.711,-0.60318,-1.2476,39.485,9.4891,4.9522,6.4562,3.5487,1.2917,6.4341,2.0698,3.9167,16.858,4.2577,10.723
1.045,1.07,1.0567,-4.428,-12.765,-13.207,207.28,31.401,-3.4427,8.913,1.3344,0.45596,0.22627,29.303,16.792,4.8192,6.9687,4.1525,2.2408,4.3448,2.6157,15.793,10.059,5.733,14.438
1.045,1.07,1.0523,-5.0754,-14.202,-15.592,236.48,48.56,-3.5955,8.2615,0.79635,-1.1005,1.3725,40.74,17.695,6.3655,6.4906,4.5057,2.3614,3.5882,1.735,9.2979,15.365,2.3487,13.332
1.045,1.07,1.0604,-4.7983,-13.66,-14.747,223.54,44.48,-3.6399,2.424,1.6443,-0.62026,-0.83505,29.705,15.362,7.9936,1.8833,4.6793,1.5339,6.7804,1.0134,5.6201,22.615,5.1138,14.489
1.045,1.07,1.0511,-5.6413,-15.913,-17.409,262.53,59.094,-4.7893,10.355,1.3196,0.65725,0.73834,41.095,18.595,8.9603,3.6796,3.6811,1.6123,5.1638,2.2679,10.903,18.836,3.6693,9.5791
1.045,1.07,1.0598,-5.1145,-14.222,-13.986,238.1,67.85,-5.772,6.0292,2.0263,1.7717,-1.0567,17.373,16.547,5.2818,6.4343,2.2963,1.3486,7.11,0.45778,22.3,7.0156,5.3025,7.2025
1.045,1.07,1.0582,-4.6579,-13.321,-13.531,217.6,44.14,-4.5313,6.8077,0.44554,-0.3363,0.012423,18.54,20.451,8.0117,2.7024,4.8321,1.9427,2.1871,1.9073,17.04,17.227,3.7804,16.018
1.045,1.07,1.0544,-5.5523,-15.566,-16.53,258.03,66.87,-2.2364,6.2484,1.6845,0.073297,0.32306,35.569,14.013,6.3748,6.472,4.5075,1.8096,6.6767,1.6982,13.931,14.524,5.8978,12.28
1.045,1.07,1.0568,-4.2749,-12.307,-13.117,199.99,27.284,-3.4894,5.6645,1.8978,-1.134,-1.8851,30.288,18.137,8.2085,6.5008,3.7906,1.3974,3.122,1.4852,11.404,13.875,4.9423,13.278
1.045,1.07,1.0621,-4.3506,-12.813,-13.121,203.78,28.483,-3.5195,7.1221,2.3333,-2.5413,2.0449,27.089,13.108,8.8387,6.4549,3.3999,2.175,8.3023,2.2634,14.398,10.925,3.7019,12.034
1.045,1.07,1.0564,-4.9383,-13.251,-13.838,230.32,57.127,-5.1338,13.098,1.4805,0.35173,0.72286,17.85,19.781,9.9121,4.3736,2.8549,1.455,3.8507,1.4142,8.0352,17.025,3.0804,9.2343
1.045,1.07,1.06,-5.262,-15.144,-15.757,245.18,55.608,-3.8545,6.5959,1.4158,-0.8976,-0.36345,28.518,14.382,11.296,5.7676,3.8936,1.6532,6.4362,0.90213,17.735,14.181,2.0715,11.353
1.045,1.07,1.057,-4.851,-13.677,-14.05,226.33,49.98,-4.771,7.8377,1.359,0.47856,1.9851,21.032,19.435,11.094,3.3544,1.6028,1.3023,6.9528,1.9259,13.718,13.762,3.9024,5.1656
1.045,1.07,1.0612,-4.5237,-13.115,-14.423,211.8,24.215,-5.4477,9.2831,1.1148,0.70456,0.79326,38.085,14.577,9.8993,4.2586,3.1287,1.5855,7.2405,1.6312,7.3797,13.436,1.7842,10.477
1.045,1.07,1.0654,-4.9964,-13.932,-14.13,232.9,58.884,-2.9389,7.8045,1.5055,-1.1601,0.28078,12.079,11.572,16.73,5.4715,2.6855,2.2234,7.4525,1.6502,13.529,14.342,1.8306,8.5918
1.045,1.07,1.0503,-5.3838,-15.058,-15.729,250.35,65.308,-2.3756,6.7036,1.5303,-0.37797,-0.0077543,32.496,21.22,3.8745,7.0426,4.3063,2.383,6.986,1.9733,13.45,15.209,1.8064,12.134
1.045,1.07,1.0645,-4.7674,-13.155,-13.848,222.37,49.99,-5.4915,7.5038,1.3171,-0.21553,0.39958,27.381,10.523,9.2222,4.832,2.4392,1.9139,6.525,1.8988,12.615,7.5286,5.8092,8.3096
1.045,1.07,1.066,-5.1232,-14.788,-15.758,239.11,45.351,-3.6005,8.8955,1.7416,-0.32713,-2.0769,33.936,9.4911,6.8382,2.4425,4.9419,1.6155,5.1309,1.3493,15.187,17.936,5.4833,14.786
1.045,1.07,1.0594,-4.7019,-13.533,-14.584,219.96,32.867,-6.0482,10.345,1.7499,-0.90059,-0.85229,34.274,13.583,8.915,5.6069,1.463,1.6723,4.3803,1.8308,12.314,17.001,5.7212,4.6955
1.045,1.07,1.0545,-4.7102,-13.089,-13.825,219.82,44.752,-3.0557,9.0352,1.5508,-0.33054,0.94099,28.377,15.708,3.9934,8.8049,2.4563,1.8156,2.8303,1.0601,11.391,17.981,5.2067,7.9453
1.045,1.07,1.0657,-5.0402,-13.367,-14.101,234.79,62.664,-3.8236,11.65,1.4425,0.62066,-1.4418,28.259,10.833,3.6923,5.58,4.9207,1.5971,6.9989,1.2019,9.355,6.1479,3.1453,16.138
1.045,1.07,1.057,-4.962,-13.701,-15.023,231.19,49.051,-3.7483,8.1306,1.8357,-1.0482,-0.66778,37.091,15.225,9.3835,5.413,3.3753,1.553,3.5641,1.4056,9.813,11.534,4.4276,10.56
1.045,1.07,1.0631,-4.4873,-12.433,-12.638,209.4,47.65,-3.4658,5.4691,1.8723,-1.6984,0.64885,17.08,14.291,8.9043,5.5712,2.9945,1.4017,6.5457,1.7063,11.364,12.807,3.7871,10.751
1.045,1.07,1.0543,-5.225,-14.848,-15.436,243.44,55.889,-3.35,8.3946,2.2119,0.43153,-0.96661,26.026,17.729,10.338,7.245,3.1365,1.7,9.9029,2.2009,10.513,17.13,3.7083,9.0907
1.045,1.07,1.0562,-4.761,-14.125,-14.254,222.71,36.805,-2.883,8.8333,2.1554,0.55559,0.1131,19.259,22.192,14.728,3.4204,2.8165,1.7051,7.098,1.419,18.11,14.916,1.8569,8.8133
1.045,1.07,1.0487,-4.9705,-14.446,-15.247,231.9,42.221,-3.455,7.3454,1.9173,0.80842,0.76152,33.76,19.935,10.595,7.4994,2.7021,1.7109,7.7572,1.1039,13.146,13.099,6.3807,7.9046
1.045,1.07,1.0536,-4.5516,-13.406,-13.898,213.1,29.938,-6.5165,8.5588,1.6478,0.87956,1.8893,23.681,20.43,8.5693,5.1693,4.1032,1.8703,4.1803,1.1488,13.012,21.36,4.574,12.795
1.045,1.07,1.0506,-4.594,-13.605,-14.453,215.19,24.994,-4.6123,10.026,0.56006,1.1247,-0.62818,37.079,19.293,6.1473,7.9643,2.9613,1.9337,4.5828,2.0941,14.958,14.467,6.8557,9.1558
1.045,1.07,1.0477,-4.7902,-13.978,-14.424,223.46,42.697,-4.7416,4.1243,1.5318,1.0437,1.7653,23.456,21.391,8.8983,9.6636,3.1922,1.1662,3.8582,0.97203,14.829,21.444,4.6242,9.301
1.045,1.07,1.0597,-5.3323,-14.76,-16.065,248.01,60.349,-3.8162,7.0749,2.2126,-1.2449,0.38627,41.324,12.075,7.7508,5.4555,2.8374,2.1594,6.3349,1.7865,12.683,8.8963,2.5602,8.2867
1.045,1.07,1.0586,-4.8966,-14.283,-14.805,228.73,41.839,-2.267,7.9021,0.30844,-0.069545,0.047917,32.446,13.402,4.098,5.1046,1.9519,2.3463,7.697,1.6,16.826,15.836,7.6089,6.0073
1.045,1.07,1.0531,-5.6266,-16.131,-17.112,261.94,60.562,-3.7338,9.0302,0.95227,0.077025,-1.418,37.827,16.733,7.1676,6.7031,5.4924,1.8912,5.1332,1.6224,17.274,15.708,3.8697,14.512
1.045,1.07,1.0677,-4.4037,-12.703,-13.032,205.93,35.744,-3.2667,4.7882,0.73031,-0.41431,-0.59053,23.796,10.68,8.42,5.3867,3.0664,1.7119,6.2817,1.1476,16.584,9.7206,3.5047,11.142
1.045,1.07,1.0472,-4.6815,-12.841,-13.788,218.26,46.25,-5.9755,7.5816,1.9249,-0.41222,0.078999,32.458,24.805,6.0293,7.1286,4.1612,1.477,6.1362,2.3965,4.7967,12.185,4.2276,13.475
1.045,1.07,1.0605,-4.5598,-13.135,-13.741,212.97,37.161,-2.9426,4.9876,1.5535,0.26096,-0.0086074,21.711,13.193,10.98,6.099,4.3477,2.043,5.5195,1.3032,10.291,18.951,5.342,14.387
1.045,1.07,1.0509,-5.2421,-15.303,-15.327,244.63,54.282,-5.2401,9.263,0.72291,0.9651,-1.4197,18.571,21.292,8.5781,7.9265,4.0243,1.7642,5.3267,1.9449,19.452,22.126,4.6694,11.148
1.045,1.07,1.0555,-5.2566,-14.895,-16.009,244.58,55.948,-3.0845,5.0679,1.6446,-1.0544,-0.27098,37.005,12.819,5.9367,7.0128,3.8852,2.8654,4.6556,2.0743,13.137,18.108,5.6815,11.05
1.045,1.07,1.0559,-4.6671,-13.01,-13.96,217.9,40.031,-2.7416,9.3748,1.9793,0.68877,0.93296,35.472,17.719,4.1345,3.8423,2.579,2.3298,6.8046,1.0552,8.9811,10.863,5.6709,8.5739
1.045,1.07,1.0511,-5.1784,-15.473,-16.934,241.58,35.51,-3.9823,6.1714,2.2284,0.78461,-0.59015,44.893,19.289,8.6203,3.8829,6.9366,1.1353,5.8193,1.7727,11.783,19.473,4.5117,18.388
1.045,1.07,1.0442,-3.9481,-12.355,-12.482,185.66,6.3395,-1.396,6.6773,2.3912,0.057877,-0.45485,25.785,27.249,10.492,7.4317,2.6816,2.0252,9.1448,1.3645,11.959,15.986,8.5503,8.2
1.045,1.07,1.0556,-4.2363,-12.475,-12.607,198.47,26.643,-3.8169,6.3377,1.7766,1.1347,0.26848,21.804,21.495,6.3842,3.5112,4.2047,1.2976,6.6359,0.91457,13.725,14.196,7.0791,14.705
1.045,1.07,1.052,-5.2988,-14.999,-15.53,246.71,60.23,-4.8083,7.7918,2.5298,-0.017214,1.3969,25.7,14.593,13.325,8.6452,3.3583,1.5974,3.4369,1.805,19.385,11.453,8.431,9.5971
1.045,1.07,1.0591,-5.3053,-13.856,-14.846,246.22,76.69,-4.5831,6.4794,1.6334,0.27558,-0.854,19.57,11.146,9.4346,7.2624,3.1107,1.6249,3.9423,0.32227,4.2894,20.329,6.497,9.2922
1.045,1.07,1.0567,-5.0171,-14.12,-14.838,233.8,53.695,-5.7335,6.3937,1.1073,-0.89659,-1.3526,31.419,16.753,8.9563,6.1186,3.0795,1.6076,3.7879,2.2339,17.559,9.2327,5.1901,9.6075
1.045,1.07,1.0574,-5.4442,-16.002,-17.054,253.93,48.341,-4.4274,9.4017,1.647,-1.0797,-1.548,38.847,13.935,6.7149,5.2934,1.7785,2.1569,7.0276,1.0453,16.051,23.843,3.6167,4.6955
1.045,1.07,1.0595,-4.98,-13.812,-14.576,231.82,55.475,-2.5584,5.4235,1.9376,1.0762,-0.26862,24.631,13.201,10.006,5.9921,3.1584,0.85585,6.413,0.89478,10.228,14.943,5.8099,9.9134
1.045,1.07,1.0659,-4.2787,-12.252,-13.081,200.59,24.022,-5.188,9.967,1.7044,0.68781,-0.47228,27.647,13.383,12.215,2.8209,4.994,2.5622,4.5549,0.73075,11.184,7.9569,3.1335,18.561
1.045,1.07,1.0423,-5.2836,-14.929,-14.948,246.1,62.957,-3.2984,9.9145,1.4075,0.68545,2.161,20.462,26.02,8.5618,9.6791,3.2386,2.5372,6.2434,1.8122,16.995,15.036,3.9497,9.0752
1.045,1.07,1.0643,-5.3242,-15.285,-16.508,248.14,50.423,-5.6461,7.4815,1.6903,1.8575,-2.6668,39.941,8.0258,10.119,5.2763,4.2783,1.5091,8.6055,2.3987,14.496,8.9043,5.61,12.407
1.045,1.07,1.0609,-4.9018,-14.554,-15.18,229.22,35.76,-4.4195,8.6929,1.5926,0.62326,0.6405,31.94,13.317,9.2995,3.522,4.2885,0.073263,8.6324,1.1958,15.988,13.824,7.1847,13.14
1.045,1.07,1.0564,-4.8567,-13.791,-14.197,226.72,47.856,-4.4889,8.6251,1.2758,-0.63096,-0.088864,23.679,18.765,9.306,3.9719,3.0923,1.9745,6.5748,0.92531,13.441,14.855,5.8903,9.8443
1.045,1.07,1.0468,-4.8582,-13.356,-14.792,226.03,48.73,-3.5001,4.9028,2.347,-1.0783,1.2682,38.585,22.72,9.6857,4.0729,1.0616,2.0691,5.5669,1.7284,4.8214,13.801,6.5329,3.1974
1.045,1.07,1.0504,-5.5182,-16.152,-17.081,257.51,49.252,-3.76,13.322,1.9774,-1.5401,0.90318,40.694,16.361,6.7936,7.93,2.754,2.0675,5.6783,2.5314,18.595,18.724,4.6118,7.1533
1.045,1.07,1.0553,-5.0265,-13.637,-14.074,234.12,61.486,-3.8491,10.148,2.3464,-0.53272,-0.38446,23.665,17.261,6.8993,6.6946,2.1794,2.9156,4.7963,0.96046,13.623,11.28,5.4901,6.9
1.045,1.07,1.047,-4.9328,-13.798,-14.692,229.96,49.587,-6.3643,8.3448,1.8207,-1.8229,2.6141,34.181,25.192,5.3325,1.8892,3.6068,2.0149,5.1484,1.5851,9.2129,16.074,7.1157,10.806
1.045,1.07,1.0563,-4.9455,-14.185,-15.046,230.19,49.494,-2.1051,1.3678,0.93642,0.50115,1.0268,29.193,16.639,7.0777,4.7333,4.4981,1.3641,4.3396,1.3439,12.656,20.567,3.7974,13.482
1.045,1.07,1.0596,-5.2138,-14.601,-14.559,242.58,68.536,-5.544,5.0871,2.6794,-0.27082,0.75093,15.138,13.756,8.9362,6.1094,3.8166,1.3384,7.1768,1.6639,17.522,14.968,6.6982,11.469
1.045,1.07,1.0505,-3.9969,-12.088,-12.362,187.56,15.237,-3.1534,4.7124,1.116,0.0014446,-0.23361,25.767,23.797,9.2312,6.8102,3.3811,1.5808,3.4901,1.4339,16.558,12.642,6.3294,11.621
1.045,1.07,1.0511,-5.3958,-15.619,-16.432,251.31,53.449,-1.7254,7.9433,2.2367,2.0012,-1.9472,32.981,20.07,9.8136,4.4321,3.2905,2.4775,5.1468,1.0084,18.221,15.909,5.6081,8.9163
1.045,1.07,1.0735,-3.9812,-11.358,-11.115,187.03,27.215,-5.0028,9.8926,1.5651,-0.22119,-0.60072,12.708,6.8665,4.5186,4.6578,4.3138,1.7097,6.3879,1.6605,15.07,10.751,7.4259,17.712
1.045,1.07,1.0564,-5.6514,-16.547,-18.36,262.94,51.026,-3.1013,5.228,1.7815,-0.78579,-2.2588,52.395,9.4236,8.5242,6.9626,4.1528,2.1288,6.3796,1.5268,14.276,17.807,4.9852,10.43
1.045,1.07,1.0563,-5.4127,-14.586,-15.791,251.36,70.225,-2.8459,6.9396,1.8657,-0.81821,1.1915,26.864,11.043,15.167,7.3308,4.4184,2.563,7.0009,1.4991,4.1392,14.884,5.6346,12.667
1.045,1.07,1.0576,-4.2914,-12.477,-13.225,201.04,23.459,-2.6475,8.0618,1.0905,0.81959,-0.3765,30.408,17.326,11.026,7.3152,3.6222,1.114,5.2793,1.2753,12.534,8.3844,3.2996,12.807
1.045,1.07,1.0533,-5.2159,-14.808,-16.247,242.86,49.392,-3.196,6.237,0.65873,1.6052,-1.0598,44.581,17.565,11.367,5.1704,2.503,1.7085,7.0916,1.8326,13.293,5.3281,4.2788,7.2035
1.045,1.07,1.0547,-4.5097,-12.867,-13.517,210.7,36.709,-2.871,6.4914,1.0324,-1.3804,-0.51553,30.871,20.029,7.3482,4.1304,3.0369,2.1622,6.3017,1.1907,11.503,11.446,6.4628,10.269
1.045,1.07,1.0483,-5.226,-14.585,-15.246,243.3,59.731,-2.3171,8.3436,0.45928,0.67186,-1.2887,25.581,25.187,7.9584,4.7624,2.7249,2.0956,8.0338,2.0407,8.1815,20.331,3.4098,7.7748
1.045,1.07,1.0548,-5.3876,-15.967,-16.261,251.35,52.334,-4.2229,8.7087,1.908,-0.52604,-2.0743,28.184,19.458,11.01,5.9257,2.4455,2.1885,10.152,1.1823,19.566,16.893,2.642,6.6855
1.045,1.07,1.0594,-4.877,-14.33,-15.23,228.47,30.518,-6.0834,13.937,1.3463,0.60057,-1.8722,33.58,12.071,7.9848,8.1537,2.8126,2.2031,5.184,3.0431,14.43,19.283,4.7182,8.5514
1.045,1.07,1.0579,-5.2319,-14.67,-15.439,243.86,56.58,-4.4872,10.313,1.6986,-0.99814,-0.90951,30.432,12.742,7.954,8.6185,5.5827,2.1001,4.7329,2.4063,14.053,13.611,4.0806,16.601
1.045,1.07,1.0481,-5.535,-15.792,-16.66,257.78,59.276,-3.8073,10.256,0.71975,0.48118,-0.82474,28.376,22.109,11.242,4.5707,4.7632,1.4579,6.4609,2.3171,10.621,22.907,5.754,12.363
1.045,1.07,1.0545,-4.9071,-14.587,-15.346,229.39,34.18,-2.274,8.618,0.82009,1.0987,0.20082,35.031,15.843,8.6209,5.1302,4.5478,2.5496,7.4742,1.3426,15.285,14.325,7.5155,13.481
