V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0539,-5.0363,-14.166,-14.974,235.1,47.852,-3.1403,12.326,0.99948,-0.38655,0.39385,33.885,6.5344,6.1685,2.8399,8.1414,1.0953,10.488,12.765,6.8438,-1.1788
1.045,1.07,1.0584,-5.0883,-13.636,-13.84,236.59,71.771,-3.4095,6.8819,1.4786,-1.7158,0.46895,12.397,13.608,5.8875,3.2667,4.4785,2.3148,12.952,12.051,3.7177,-5.4299
1.045,1.07,1.0565,-5.3337,-15.298,-15.444,248.57,61.371,-4.6972,8.3256,1.0493,-0.56828,0.76213,20.317,11.911,3.9007,3.4731,6.5872,1.7622,19.701,15.182,7.1906,-1.6264
1.045,1.07,1.0535,-5.0318,-14.702,-15.396,234.89,43.2,-2.9429,8.1271,1.0771,-0.022382,-1.7094,27.552,9.146,7.8401,0.952,7.2805,1.8864,12.258,25.306,5.6369,-0.062056
1.045,1.07,1.0509,-5.4537,-15.444,-16.881,253.79,55.684,-3.129,7.9613,1.1466,-0.049301,-0.37178,42.594,10.127,6.3228,4.6088,6.6038,2.2349,10.541,12.986,5.4197,-0.13354
1.045,1.07,1.0483,-5.8394,-16.805,-18.709,271.53,57.445,-3.4498,8.1151,1.2374,-0.31252,-1.3575,52.848,9.8624,4.4614,4.7982,6.0205,1.2033,11.996,15.877,7.1336,-0.7515
1.045,1.07,1.0562,-4.8677,-14.366,-15.183,227.55,35.749,-6.7017,7.8869,1.3055,-0.22108,-0.25316,34.598,8.8834,5.4699,3.6838,6.0924,1.621,15.477,15.367,5.4518,-0.6728
1.045,1.07,1.0536,-5.4892,-15.887,-15.986,255.41,66.221,-2.5985,5.4127,1.9119,-1.2556,0.9121,26.094,9.0264,6.0138,2.4304,7.4617,1.5881,23.618,13.303,7.0757,-3.4211
1.045,1.07,1.055,-5.1509,-15.202,-15.516,240.53,46.595,-5.6537,8.7512,1.845,1.2176,-0.95714,29.017,10.233,7.5494,3.4339,8.537,2.1161,20.401,11.019,5.858,3.5504
1.045,1.07,1.0567,-5.2303,-13.905,-14.319,242.73,78.375,-4.0166,3.8887,1.2481,-0.87569,0.57845,19.435,11.125,7.0407,3.9434,9.9971,1.7139,7.7019,7.6232,3.5977,-2.6952
1.045,1.07,1.0499,-4.9927,-14.385,-15.501,232.88,41.915,-3.6277,7.3137,0.70813,1.2346,1.7575,40.201,7.0039,8.4591,1.1571,6.8787,1.1198,12.798,13.802,6.5188,3.6058
1.045,1.07,1.057,-5.1335,-14.607,-15.017,239.31,54.107,-1.4498,8.6816,1.6744,1.2136,-0.5947,22.973,12.089,3.7608,3.761,6.0716,0.93697,16.944,12.287,6.989,3.6335
1.045,1.07,1.0574,-4.3658,-12.457,-13.227,204.76,24.893,-5.174,12.995,0.80971,1.5147,-1.042,32.952,7.5199,6.1818,2.2006,6.1449,2.2433,11.769,7.0585,6.9782,5.393
1.045,1.07,1.0547,-5.236,-15.421,-15.646,244.18,52.246,-2.848,6.8427,1.3979,-0.34929,0.83083,25.267,8.756,5.5296,5.5454,9.8454,2.1143,16.089,18.065,6.462,-0.9819
1.045,1.07,1.0555,-4.9968,-14.521,-15.155,232.94,47.938,-5.2627,4.0811,1.293,-0.12681,0.4384,31.186,7.3127,6.2382,4.1025,6.4367,0.44285,15.901,15.483,5.1354,-0.3815
1.045,1.07,1.0616,-4.0577,-12.246,-12.829,190.69,11.919,-3.884,8.1571,1.9911,-2.1727,0.98596,35.677,6.9,1.9746,2.7009,9.6107,2.1634,12.46,8.8148,5.881,-7.9703
1.045,1.07,1.0549,-5.212,-14.85,-15.841,242.85,52.322,-4.0212,7.6146,1.3323,-0.96225,-0.81692,32.462,11.637,6.6677,4.2187,4.6611,1.5656,13.558,15.754,3.3188,-2.7838
1.045,1.07,1.0531,-5.4638,-15.305,-16.468,253.89,64.109,-4.1117,4.8801,1.9954,-0.099928,-1.0994,38.817,10.133,6.2113,3.947,8.4045,1.7769,11.792,9.1872,5.0918,-0.27775
1.045,1.07,1.0565,-4.602,-13.022,-13.73,214.87,40.271,-3.9758,6.4534,1.2632,-0.16951,-0.68919,27.48,5.2667,6.5324,3.1783,7.892,2.145,6.5316,19.056,5.7925,-0.55532
1.045,1.07,1.055,-5.6113,-14.976,-15.825,260.62,79.247,-4.3908,9.6855,0.47693,0.81661,0.94558,22.989,10.011,4.6376,2.6669,3.8323,1.2117,11.02,16.824,4.766,2.2832
1.045,1.07,1.0588,-3.9342,-11.853,-12.171,184.87,12.768,-3.2393,6.43,1.0922,-0.93492,0.718,22.48,9.6232,6.4115,3.6957,5.2748,1.3675,12.286,16.905,5.7747,-3.3664
1.045,1.07,1.0522,-6.1376,-16.804,-17.989,284.43,89.064,-4.772,5.528,1.2398,-1.1276,-1.7903,33.341,9.9214,5.9666,4.4514,5.84,1.6797,12.079,18.828,3.87,-2.7535
1.045,1.07,1.0585,-4.6879,-12.715,-13.085,218.62,53.593,-3.3473,8.8005,1.4694,-1.6436,0.87565,17.23,8.6634,4.911,3.8271,4.3653,2.2707,9.2078,15.435,5.5843,-5.5979
1.045,1.07,1.0575,-5.4195,-15.259,-15.563,252.16,68.407,-6.8709,6.5641,2.1228,-0.0010327,0.85698,19.971,10.671,3.5426,3.4717,8.9204,1.3253,14.209,17.275,5.7968,-0.0029418
1.045,1.07,1.0613,-4.5122,-12.778,-13.182,211.19,36.169,-4.1744,10.889,1.5359,0.85276,-0.91966,22.958,8.525,6.4075,3.3464,6.1647,1.8449,12.771,11.196,1.6999,3.0097
1.045,1.07,1.0552,-5.0706,-13.423,-14.482,236.02,61.213,-2.3363,11.432,1.5313,-0.33778,-0.72686,26.896,9.9958,5.5965,3.1543,5.6618,1.5658,3.801,13.423,5.7812,-1.0572
1.045,1.07,1.0556,-5.2854,-14.308,-15.125,245.55,70.377,-4.5003,5.7661,1.6626,-1.3189,0.88005,29.139,10.106,6.3806,3.318,5.3211,1.4748,12.731,8.3405,3.292,-3.9508
1.045,1.07,1.0542,-4.9972,-14.283,-14.72,233.15,49.953,-3.9337,8.4577,1.28,-0.39596,1.0322,28.24,9.1598,6.6738,3.6166,8.2242,0.96745,14.642,10.728,7.1266,-1.2162
1.045,1.07,1.0565,-4.7977,-14.271,-14.901,223.97,37.351,-4.5561,3.2215,1.835,0.93199,-0.22274,30.936,12.097,6.2982,4.6935,6.0037,1.88,18.387,10.658,4.3722,2.8879
1.045,1.07,1.0501,-5.8552,-16.188,-17.561,272.13,70.461,-3.717,11.24,1.0604,1.7634,-1.2914,36.434,12.751,7.896,4.2721,4.6647,1.2932,12.193,13.557,4.3318,4.5111
1.045,1.07,1.0567,-4.6331,-13.023,-13.725,216.39,41.249,-4.2223,8.3407,1.7744,-0.94106,-1.228,25.07,11.404,5.989,2.9937,5.5406,1.6454,9.4772,14.314,6.7709,-3.133
1.045,1.07,1.0576,-4.4866,-12.279,-12.49,209.38,48.799,-6.433,6.2502,0.4453,1.1869,0.62059,12.011,10.444,8.551,4.829,3.582,2.1167,10.044,13.923,4.8248,4.2381
1.045,1.07,1.0521,-4.591,-14.371,-15.809,215.42,8.3129,-5.7283,8.45,1.6084,-0.93116,-1.1718,49.919,8.5085,7.5389,5.2717,5.2451,1.4485,13.967,17.697,5.4589,-2.5975
1.045,1.07,1.0585,-4.7157,-13.378,-13.406,220.38,46.406,-5.537,9.2777,1.1537,1.837,0.35985,15.891,9.1593,6.9223,4.2679,6.9516,2.0014,14.533,12.768,5.09,6.1549
1.045,1.07,1.0561,-5.1965,-14.835,-15.394,242.13,55.508,-4.2163,7.3263,1.6485,-0.23224,1.2641,31.534,4.3474,7.4865,4.5409,4.6573,1.8208,18.592,14.368,1.3761,-0.68484
1.045,1.07,1.0624,-4.3771,-12.288,-12.742,204.7,36.553,-3.0544,8.1955,1.6279,-0.94626,0.31711,25.185,4.0017,3.3949,3.8457,5.1998,1.1605,11.443,13.419,3.2783,-3.4415
1.045,1.07,1.0557,-5.3259,-15.637,-16.575,248.39,47.025,-4.0491,8.3826,2.152,0.28407,-0.8204,36.753,9.6391,3.6632,4.3827,6.735,1.7983,16.768,16.221,5.0476,0.78285
1.045,1.07,1.0473,-6.0519,-17.437,-18.945,281.32,66.467,-5.1441,8.6005,0.52642,-0.84692,1.7806,48.211,9.5352,6.5964,2.8209,3.6595,1.2843,19.881,16.898,4.8159,-1.9839
1.045,1.07,1.0597,-5.0598,-13.948,-14.258,235.72,61.935,-5.9876,8.319,2.2008,-0.80149,-1.661,22.005,4.6194,4.9069,3.9935,6.4689,1.4502,13.163,15.2,5.0245,-2.5244
1.045,1.07,1.0489,-5.9327,-16.595,-17.123,275.56,79.218,-1.8049,9.7664,2.1486,-0.31148,1.4274,30.501,9.3538,7.65,3.6007,7.3983,2.3361,18.748,12.004,7.3394,-0.78379
1.045,1.07,1.0566,-5.0698,-14.001,-15.61,235.9,50.636,-4.4953,5.7218,1.8811,1.8037,-0.17347,39.731,9.7351,5.6587,1.9132,5.5675,0.99959,7.2116,12.761,0.14579,5.4591
1.045,1.07,1.0532,-5.0928,-13.967,-15.044,237.01,56.848,-3.0908,7.7494,1.8765,-0.28124,0.26884,31.413,7.4631,7.2688,3.6027,2.1934,1.9028,10.76,16.253,4.5734,-0.8468
1.045,1.07,1.0589,-5.6577,-15.986,-16.454,263.07,71.887,-3.4757,7.2193,1.863,-0.54225,0.25499,27.084,8.7707,3.316,3.7199,6.9039,1.5047,19.467,14.744,1.7536,-1.4707
1.045,1.07,1.0578,-4.5511,-13.114,-13.831,212.81,34.241,-5.3306,7.3793,1.2752,-0.80098,0.11983,30.611,6.5909,5.9947,3.9456,6.8436,1.3329,10.218,15.187,4.5766,-2.6843
1.045,1.07,1.0575,-4.9042,-14.434,-15.231,229.14,37.028,-3.7799,7.9862,1.5309,0.32954,0.41532,34.908,6.2918,5.2713,3.2773,6.4596,1.3187,15.57,17.089,2.4872,0.99737
1.045,1.07,1.0571,-4.7542,-14.205,-14.704,222.42,31.941,-2.6619,8.0227,1.2332,1.1926,0.91714,28.858,13.88,5.5482,4.2377,9.1379,2.4531,15.965,9.7262,4.228,3.7344
1.045,1.07,1.0496,-5.5472,-16.242,-17.216,258.37,54.032,-3.081,7.7709,1.1837,-0.29198,0.39635,41.471,7.6994,7.5648,4.062,7.9908,1.7478,16.937,15.365,6.268,-0.75657
1.045,1.07,1.0598,-4.2147,-12.06,-12.191,197.57,29.207,-3.1011,9.7519,1.5057,0.47113,-0.024695,13.893,13.365,7.6004,2.8316,7.3195,1.0182,9.8619,13.627,3.8269,1.7367
1.045,1.07,1.0546,-5.1074,-14.035,-14.892,237.9,57.313,-4.6662,9.2316,0.95815,1.1593,0.6674,29.51,3.5738,7.0788,3.5305,5.9565,1.794,8.5299,18.016,4.3964,3.5185
1.045,1.07,1.0566,-5.0606,-13.416,-13.988,235.57,65.096,-4.0643,10.909,1.6596,1.8528,-0.79493,17.054,8.2449,5.6682,3.4403,5.1955,1.3601,6.7019,16.285,6.4582,5.8561
1.045,1.07,1.0608,-4.5614,-12.624,-13.062,212.93,46.447,-5.6629,7.0479,1.8172,-1.2356,-0.85558,21.905,5.7765,5.6751,4.5108,8.4241,1.7582,6.2496,15.207,3.4908,-4.3353
1.045,1.07,1.0551,-5.3641,-14.588,-15.628,249.21,69.097,-4.3222,5.9675,1.0537,-0.59267,-0.16384,31.417,8.4595,3.7969,2.4526,4.7121,1.6381,11.399,14.023,6.4257,-1.7211
1.045,1.07,1.0533,-5.7136,-15.831,-16.989,265.79,67.461,-5.0236,11.84,1.8632,1.4349,-0.86318,33.036,10.273,4.3299,1.848,5.6377,1.2013,12.386,17.744,6.1849,3.7921
1.045,1.07,1.0453,-5.879,-17.414,-19.238,273.49,51.942,-3.9071,6.647,1.5498,1.0633,-0.29064,48.543,13.079,6.8914,3.7265,6.5433,2.6822,12.657,23.868,6.0029,2.3799
1.045,1.07,1.0577,-4.8949,-13.333,-14.031,227.83,57.419,-3.6282,5.756,1.4502,1.4798,-0.26589,23.068,8.8169,5.7989,4.2573,3.3345,2.1421,11.656,12.04,3.9973,4.8136
1.045,1.07,1.0586,-4.4929,-12.712,-13.333,210.11,35.436,-4.2067,8.982,1.7619,0.69597,-0.55574,24.512,8.3923,6.4021,3.5023,2.6383,2.7656,13.109,14.502,3.8405,2.4067
1.045,1.07,1.0581,-4.8667,-14.181,-15.168,227.19,37.877,-3.1553,6.4714,1.8129,0.38529,-0.23755,33.826,8.5715,3.798,2.9161,2.7709,1.4879,16.442,17.858,3.0425,1.1736
1.045,1.07,1.0489,-5.6262,-16.279,-17.788,261.65,55.226,-3.918,5.86,1.9956,1.8746,0.84677,44.857,7.1339,4.6096,3.2138,6.6966,1.1086,12.575,20.341,7.4922,4.6666
1.045,1.07,1.0592,-4.458,-12.839,-13.273,208.58,33.016,-3.6844,8.1074,1.8256,1.0621,0.0086704,22.01,11.039,7.4861,3.0206,3.9455,1.205,15.188,13.003,1.9977,3.6838
1.045,1.07,1.0552,-5.3252,-14.831,-15.776,247.97,59.247,-3.9777,9.8306,1.5734,0.11493,0.8795,25.644,13.084,5.42,4.3546,6.3256,-0.19132,8.1391,19.073,3.345,0.32898
1.045,1.07,1.0518,-5.2827,-15.821,-16.466,246.55,43.885,-4.1268,7.7662,1.478,1.018,1.3019,39.029,2.1318,6.9578,2.8266,5.1365,1.1373,23.017,19.529,5.8914,2.7191
1.045,1.07,1.0576,-4.9268,-14.061,-14.347,229.87,49.766,-2.4676,7.9999,1.4964,0.47056,1.5785,24.695,6.5933,5.865,3.4123,13.461,1.7868,8.8138,14.411,3.7964,1.4781
1.045,1.07,1.0565,-5.0623,-14.566,-15.107,236.24,48.444,-4.2565,9.0076,1.7565,0.12086,-0.44007,32.166,9.1504,7.4333,-0.14759,8.6562,1.3917,18.146,9.8888,3.2467,0.36711
1.045,1.07,1.0567,-5.5379,-15.799,-15.97,257.69,68.867,-4.1437,6.9945,1.4806,0.31262,1.7159,26.358,9.0483,4.0081,3.7165,7.3454,1.4255,23.494,8.3852,5.1607,0.86909
1.045,1.07,1.0585,-4.4371,-12.185,-13.073,207.33,37.739,-4.4784,9.0597,1.5141,-0.02812,-0.65986,26.729,10.6,5.9151,5.0809,5.322,1.617,5.5172,9.3282,4.4846,-0.10088
1.045,1.07,1.0536,-5.2707,-13.79,-14.603,244.66,76.67,-3.9313,7.1514,1.588,-1.1236,-0.21897,21.366,6.7295,9.8968,3.7193,3.0506,0.77221,6.2265,19.003,2.434,-3.3662
1.045,1.07,1.0568,-4.0418,-10.634,-10.781,188.44,46.498,-4.7842,2.8272,1.975,-0.60862,1.5131,9.5962,7.7569,9.2448,3.3447,5.9723,1.3891,2.285,14.158,6.5127,-2.3934
1.045,1.07,1.0544,-5.1058,-14.768,-15.819,238.27,43.414,-3.5164,9.3736,1.7482,-0.81239,-1.3868,35.89,9.8783,5.0766,2.7106,5.8016,2.1783,13.102,17.756,6.1577,-2.3358
1.045,1.07,1.0557,-4.9131,-14.864,-15.8,229.98,26.972,-3.3257,10.311,1.5723,0.5328,-0.078141,37.914,14.438,5.5011,4.9216,5.6916,1.7517,18.77,10.261,3.6192,1.5602
1.045,1.07,1.0547,-4.7294,-13.414,-14.471,220.69,38.814,-3.608,7.0454,2.2083,1.4407,0.81661,35.519,8.2847,5.6007,2.9799,6.2713,1.2349,10.354,10.697,6.0969,4.623
1.045,1.07,1.0569,-4.8267,-14.143,-14.946,225.63,34.993,-5.1869,8.592,1.5711,1.9766,1.036,28.458,14.022,3.1026,4.7429,3.3738,2.0333,16.668,12.986,6.3099,6.1217
1.045,1.07,1.0605,-4.8905,-13.267,-13.339,227.93,62.301,-5.6778,8.7912,1.5038,-0.14944,-2.0933,17.744,4.3278,6.3852,4.3151,7.1861,1.7773,12.453,11.003,4.6867,-0.49885
1.045,1.07,1.0627,-4.201,-12.268,-12.253,197.26,24.378,-3.7097,11.465,2.524,0.80317,-1.6129,11.986,12.056,4.8978,1.8121,7.4397,0.38194,12.014,17.989,4.8934,2.903
1.045,1.07,1.0545,-4.9216,-13.663,-15.543,229.55,38.788,-4.1216,10.242,1.7961,0.84509,0.56814,43.67,11.758,5.6231,3.4445,4.5848,2.2578,4.0207,12.053,1.4085,2.5695
1.045,1.07,1.0542,-4.5243,-13.016,-13.906,211.36,32.817,-4.6821,5.6845,2.1788,1.3859,-0.23354,33.489,4.4046,9.1652,3.4801,3.1682,1.8728,12.896,15.495,4.4809,4.5436
1.045,1.07,1.0558,-5.3647,-15.317,-16.123,250.08,55.364,-3.418,9.9924,0.39442,-0.008002,-1.7497,34.193,9.1578,5.4651,2.2587,6.6837,1.7189,17.094,13.065,4.7217,-0.022737
1.045,1.07,1.0524,-5.5899,-15.378,-16.26,259.63,72.981,-2.8486,7.1525,1.3605,-0.2066,2.5408,30.663,8.1926,5.8497,3.9434,7.7675,1.4761,10.399,15.319,4.4465,-0.56485
1.045,1.07,1.0581,-5.3301,-14.305,-14.909,247.89,72.26,-5.7257,9.7442,1.7782,-0.87974,0.096657,28.711,2.0262,4.7152,2.4871,6.0999,0.87375,12.869,12.571,4.0709,-2.6476
1.045,1.07,1.057,-4.803,-14.221,-14.646,224.81,34.415,-3.9968,10.509,1.247,-0.044459,0.76814,33.851,7.6821,6.8057,2.6837,9.2724,1.7986,18.143,8.666,3.8292,-0.14031
1.045,1.07,1.0552,-5.1819,-15.824,-16.615,242.22,33.904,-1.8129,8.8685,1.548,0.20794,-0.16774,35.354,15.184,4.6123,3.6354,6.986,1.899,20.672,15.814,3.9601,0.56436
1.045,1.07,1.054,-5.0451,-15.139,-15.486,235.44,42.26,-3.0371,4.844,2.3343,2.0773,-0.040043,27.518,6.7042,7.3483,3.6204,6.5852,1.8474,19.919,20.799,5.4786,5.8387
1.045,1.07,1.0574,-4.8838,-14.596,-14.45,227.82,47.395,-2.4825,1.9202,1.7412,-0.55673,-0.7778,21.204,8.3191,7.6801,4.8082,9.1742,1.4963,20.507,14.806,4.6252,-1.6984
1.045,1.07,1.0548,-5.5798,-14.948,-16.019,259.45,73.626,-4.8665,12.127,0.49265,-0.66074,-1.5548,23.312,13.196,4.484,4.7139,4.2887,1.5761,5.746,19.668,5.9823,-1.8392
1.045,1.07,1.0609,-4.3693,-11.823,-12.846,203.78,40.702,-3.7075,5.3863,2.331,-0.61447,0.1231,22.867,13.124,2.8078,3.3722,3.1604,1.387,4.5425,13.448,3.7169,-2.2356
1.045,1.07,1.0607,-4.8568,-13.816,-14.032,226.69,49.946,-4.9459,7.8733,2.4711,-0.7966,-0.82994,18.69,12.083,3.9875,4.8421,2.9013,1.4276,19.16,12.072,4.5219,-2.58
1.045,1.07,1.0582,-5.2092,-15.272,-15.695,242.92,51.329,-3.815,6.245,1.1864,-0.010422,-0.031267,26.97,7.9951,3.0266,4.5423,2.5907,2.0535,23.086,18.389,4.8684,-0.029801
1.045,1.07,1.0521,-5.0437,-14.976,-16.017,235.74,34.096,-3.2663,10.488,1.857,-0.19273,2.4898,38.909,10.572,6.6361,2.1189,5.8716,1.148,15.914,17.081,4.147,-0.54196
1.045,1.07,1.0585,-4.1405,-12.069,-12.506,193.99,23.032,-0.42002,6.7394,2.0845,-0.28368,-0.18203,27.253,5.7807,7.4796,2.7771,5.7671,2.2229,12.684,13.274,3.7464,-1.0304
1.045,1.07,1.0549,-4.985,-14.682,-15.283,233.19,38.004,-5.5787,11.69,1.3787,-0.44019,-0.31394,31.184,11.73,6.4646,3.2164,6.2936,1.7878,17.599,13.37,6.338,-1.3147
1.045,1.07,1.052,-5.7759,-16.344,-17.121,268.59,70.356,-4.9523,8.6221,1.2045,0.66136,-1.923,30.467,9.6038,7.7833,5.4004,9.0016,1.6162,12.588,17.396,5.4355,1.7128
1.045,1.07,1.0553,-5.064,-14.758,-15.644,236.35,42.877,-4.8308,8.0566,1.6868,0.31457,1.7306,31.13,11.897,5.3535,2.3729,5.6163,1.6612,14.751,18.349,3.3802,0.91528
1.045,1.07,1.0588,-4.1106,-11.789,-12.297,192.91,21.139,-3.7223,10.729,1.6976,0.94199,0.15037,27,6.8136,8.1637,2.6155,7.5509,1.0203,9.136,10.23,3.5237,3.5486
1.045,1.07,1.0549,-5.5677,-15.378,-16.268,258.91,68.594,-2.0871,9.7559,1.3838,0.65269,-0.91746,28.978,11.37,6.0023,6.0754,5.733,1.3994,12.341,12.187,3.2938,1.8077
1.045,1.07,1.0506,-5.5291,-16.163,-17.456,257.66,48.584,-2.0884,9.7973,2.0083,0.95156,-0.1153,40.94,13.03,6.3565,2.4314,7.487,1.3601,14.492,16.704,4.7024,2.4472
1.045,1.07,1.0518,-5.696,-15.808,-17.239,264.66,66.352,-2.3815,8.9225,2.3676,1.2689,-0.69183,39.811,8.0648,5.2684,4.8027,6.0247,2.016,9.8338,15.593,4.7272,3.3223
1.045,1.07,1.0488,-5.5872,-17.125,-18.684,260.67,35.857,-2.9034,8.1935,1.7715,1.1488,0.38496,50.743,10.704,7.0468,2.1723,4.8955,1.1153,20.727,22.385,2.4765,2.6777
1.045,1.07,1.0634,-4.1924,-11.608,-11.486,195.84,43.618,-4.3502,3.916,1.3335,-1.4387,0.87637,11.177,2.6119,3.2602,2.5955,5.9062,2.087,10.159,19.973,5.258,-5.3553
1.045,1.07,1.0565,-4.5423,-13.774,-14.424,212.95,21.112,-2.723,8.9964,0.95685,0.15034,0.54646,31.374,11.762,4.1479,4.4573,5.3438,1.5485,16.652,14.436,7.0249,0.47332
1.045,1.07,1.0637,-4.4078,-12.672,-13.178,206.28,32.163,-4.6529,7.7403,2.1416,-0.28501,0.94835,21.465,10.589,0.23464,3.5624,5.9375,1.7221,11.112,15.971,4.2927,-1.0066
1.045,1.07,1.0606,-4.4335,-12.595,-12.769,207.44,37.862,-4.7808,8.6726,1.7005,-0.27434,-0.64202,17.405,10.271,6.4911,5.991,4.5936,1.6165,13.436,11.431,3.78,-0.98166
1.045,1.07,1.0592,-4.5338,-13.545,-13.82,212.5,26.759,-4.0244,9.4056,1.6568,2.6713,-1.245,24.248,8.8613,5.0739,4.8449,8.0992,0.96528,15.275,13.755,6.3485,8.8384
1.045,1.07,1.0523,-5.2152,-14.654,-14.971,242.67,63.192,-2.1948,6.2289,1.8197,-0.56688,-0.092967,19.619,12.752,8.7559,3.0012,5.5444,1.5035,15.577,15.641,6.7687,-1.6489
1.045,1.07,1.0555,-4.7766,-13.762,-13.898,222.87,46.746,-2.0876,5.5679,1.4074,1.1159,0.71711,14.958,8.4824,7.1477,8.0573,0.78755,0.73195,16.934,20.406,6.0676,3.4517
1.045,1.07,1.0548,-4.9357,-13.809,-14.217,230.17,52.711,-3.6025,8.7848,1.4114,1.0903,0.012789,21.399,7.2284,7.8911,3.7099,7.3988,2.2136,10.043,17.474,5.9009,3.4002
1.045,1.07,1.0559,-4.8672,-14.061,-14.925,227.1,41.598,-3.5993,6.1569,1.834,-0.062656,-1.3606,35.648,4.2404,6.8495,3.2511,6.5932,1.1912,12.845,16.809,4.2818,-0.19246
1.045,1.07,1.0536,-5.2407,-14.973,-16.049,244.05,52.011,-3.5951,6.5157,1.6006,0.56715,1.1867,36.995,11.287,5.6155,2.7521,7.2379,1.5234,13.816,11.215,4.4908,1.625
1.045,1.07,1.0604,-4.9134,-12.966,-13.632,229,60.953,-3.4868,12.592,1.6952,-3.5425,-0.98404,22.737,7.2751,5.3879,2.5138,2.6174,2.0353,9.4396,14.382,1.6925,-11.754
1.045,1.07,1.0605,-4.5976,-12.536,-12.166,214.32,59.035,-3.3317,5.7765,1.2092,0.014391,0.40179,8.2388,6.6733,6.5676,0.71303,6.9173,1.5351,15.308,12.825,5.1319,0.050654
1.045,1.07,1.0537,-5.3494,-14.858,-15.571,248.67,66.807,-4.3676,5.8233,2.2569,-1.1863,0.81035,31.096,7.7054,7.652,5.7742,6.2064,1.4283,13.693,10.615,3.968,-3.4325
1.045,1.07,1.0545,-4.8589,-13.356,-14.322,226.52,48.605,-2.698,9.4802,2.144,0.47535,-0.41981,27.479,10.031,7.4632,4.7018,6.1151,1.7187,5.1002,14.658,4.7899,1.5137
1.045,1.07,1.0591,-4.6308,-13.512,-14.271,216.51,32.206,-2.7882,7.6131,2.4061,0.57566,0.65526,30.6,6.9024,3.5291,4.9169,4.0058,1.6983,14.206,16.505,3.6228,1.8635
1.045,1.07,1.0593,-4.6674,-13.266,-13.962,218.37,36.503,-5.1547,11.629,1.4511,0.49141,0.24077,30.385,11.101,4.8013,1.0258,6.6186,1.2355,14.549,7.131,3.8853,1.6594
1.045,1.07,1.0602,-4.3873,-12.975,-13.609,205.53,25.126,-4.373,7.2905,1.5769,-1.7123,0.75342,28.998,8.2355,5.1669,3.3958,4.8773,1.8197,13.603,17.706,1.8617,-5.8054
1.045,1.07,1.0615,-4.3464,-12.373,-12.316,203.2,40.79,-5.8887,5.2108,1.9602,-1.6092,0.72168,17.882,5.3067,6.0081,3.5212,4.4777,1.505,17.029,12.81,3.7893,-5.8806
1.045,1.07,1.0596,-4.7958,-13.394,-13.325,223.47,58.85,-5.667,4.161,1.0633,-1.3617,0.089246,18.986,7.088,6.0513,4.876,7.1894,1.3583,16.947,7.1529,5.4242,-4.5748
1.045,1.07,1.0543,-4.8389,-13.419,-14.536,225.58,46.752,-4.4941,7.6024,1.2402,-0.32131,0.47127,31.702,9.0791,6.9953,3.3679,4.8017,1.584,7.1307,15.637,4.7598,-1.0168
1.045,1.07,1.0561,-4.7762,-13.925,-13.623,223.16,47,-3.0087,7.7047,2.2041,-0.96222,-0.85186,14.557,6.8346,8.1672,3.6108,5.4357,1.167,19.766,19.346,7.4082,-2.9743
1.045,1.07,1.0548,-4.509,-12.881,-14.304,210.64,29.803,-5.5052,5.8831,1.8672,-1.7699,-0.76797,41.309,10.499,7.2431,1.1652,3.6459,2.8483,10.078,11.618,4.2219,-5.7871
1.045,1.07,1.0549,-5.4487,-15.701,-16.273,254.07,55.248,-2.2799,11.35,0.86086,2.6351,-1.7057,26.439,10.831,4.5151,3.7829,7.4657,1.3263,16.233,17.262,7.3185,7.2156
1.045,1.07,1.0569,-4.8197,-13.927,-14.605,224.69,44.427,-4.5226,3.5722,3.0818,-0.5222,1.5619,36.305,2.0239,5.0793,3.0909,7.1837,1.8424,15.593,13.249,4.2042,-1.6443
1.045,1.07,1.0561,-4.7939,-12.846,-13.84,223.1,55.814,-4.6637,5.9088,1.3108,-0.70056,0.50964,28.235,10.477,7.1907,3.8733,6.8136,2.2889,4.3657,8.8202,3.45,-2.3381
1.045,1.07,1.0626,-4.3787,-12.782,-12.145,205.23,37.117,-2.5352,9.6026,1.5709,0.351,0.062817,9.8949,5.3864,5.1398,2.6985,9.5333,1.827,17.727,14.857,5.4037,1.2457
1.045,1.07,1.0558,-4.5384,-13.318,-14.333,211.89,31.368,-4.0031,2.3018,2.1316,-0.97545,-1.0025,35.156,5.926,6.8262,2.0482,5.7746,1.6136,10.367,21.154,4.3001,-3.0365
1.045,1.07,1.0589,-4.7916,-13.641,-14.06,223.6,46.828,-3.4185,6.7914,1.8926,-0.66943,-1.0532,29.154,9.3319,6.2141,3.0809,6.9933,1.5969,17.587,4.9992,3.8597,-2.1997
1.045,1.07,1.0509,-5.9168,-17.292,-18.329,274.84,66.905,-3.199,3.6058,2.0046,0.49418,-0.65159,41.262,12.255,6.3192,2.5334,9.2177,0.52636,20.2,13.069,4.4707,1.1993
1.045,1.07,1.057,-4.7307,-13.833,-14.634,221.22,33.04,-2.7875,8.9112,1.6232,0.24924,-1.0545,33.134,10.079,6.2877,3.7183,4.7638,1.1049,15.914,12.077,3.8735,0.79167
