V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,P13,P14,LoadMargin
1.045,1.07,1.0537,-5.0428,-14.939,-15.999,235.24,39.619,-4.8889,4.7021,0.20223,38.642,9.179,6.0087,3.8631,7.3634,13.818,16.964,26.17
1.045,1.07,1.0645,-4.0354,-11.09,-10.748,188.99,38.569,-6.2747,7.7138,0.62365,4.5797,11.287,4.8223,2.862,3.04,15.765,8.0297,45.94
1.045,1.07,1.0591,-4.4833,-13.05,-13.387,209.9,32.252,-3.9624,8.823,-0.46371,25.528,7.1024,5.5907,2.497,7.0209,14.257,14.543,24.246
1.045,1.07,1.0592,-4.3135,-12.432,-12.312,202.05,35.079,-5.6982,8.2089,-1.2338,10.908,12.859,8.1051,3.2788,7.671,11.444,16.099,45.833
1.045,1.07,1.0552,-4.4239,-12.598,-13.411,206.48,35.682,-3.7243,3.1248,-0.067489,31.922,5.8989,8.4014,2.3637,8.586,7.0912,13.79,20.146
1.045,1.07,1.0544,-5.2805,-14.742,-16.221,245.76,53.798,-4.5433,7.534,1.7576,37.442,9.8292,3.6052,4.531,4.9966,8.1148,15.853,28.063
1.045,1.07,1.0564,-5.1235,-14.482,-14.646,238.62,59.913,-2.2592,6.5531,0.76004,20.005,6.5982,6.6499,5.1368,5.0166,17.386,16.034,19.845
1.045,1.07,1.0586,-4.5398,-13.102,-13.651,212.19,35.752,-3.5287,6.3541,-0.27919,24.123,8.8954,4.892,4.4937,6.8836,9.7206,17.621,29.632
1.045,1.07,1.0606,-4.6845,-13.3,-14.544,218.8,34.983,-4.1123,7.8823,1.0486,38.228,6.9628,0.10244,1.2021,7.04,9.249,13.097,22.867
1.045,1.07,1.0559,-4.7983,-14.024,-14.303,224.03,43.241,-3.0202,5.7853,-1.0956,27.698,8.6896,7.9206,4.0116,8.8227,16.074,11.135,27.509
1.045,1.07,1.054,-5.7314,-15.876,-16.031,266.58,77.437,-2.449,11.963,1.0286,19.354,9.5308,7.3994,4.2686,5.8812,19.073,13.865,25.611
1.045,1.07,1.0548,-4.754,-14.108,-14.876,222.43,29.957,-1.8011,9.4772,0.1811,34.76,4.6762,6.5214,3.6604,4.5604,15.582,19.922,13.996
1.045,1.07,1.059,-4.6639,-13.261,-13.892,218.2,36.912,-4.414,11.62,0.40029,27.889,9.0432,4.296,3.2607,3.2124,15.853,11.018,30.346
1.045,1.07,1.0574,-4.6765,-13.425,-14.319,218.68,35.339,-7.6047,9.0758,-0.33204,32.411,10.426,5.5394,4.2218,7.1559,9.8706,11.457,34.33
1.045,1.07,1.0535,-5.6314,-15.123,-16.031,261.51,77.462,-2.6721,9.699,0.84983,22.993,12.16,5.7299,2.813,4.8429,9.4499,17.573,33.353
1.045,1.07,1.0618,-4.4851,-13.353,-13.655,210.12,29.262,-5.0912,7.5617,-1.7776,26.936,10.423,2.7491,3.5628,6.2289,18.647,10.937,35.577
1.045,1.07,1.0526,-5.6079,-15.99,-16.418,260.75,69.424,-3.2123,6.2453,-0.71884,28.049,9.8646,7.87,3.1957,7.8737,18.686,14.516,26.433
1.045,1.07,1.0514,-6.0643,-17.116,-17.803,281.32,81.98,-1.2053,5.5009,1.5122,25.301,13.718,5.7926,5.5002,5.9887,17.742,17.92,33.222
1.045,1.07,1.0606,-4.5811,-13.043,-13.619,214.09,39.408,-4.5795,7.5502,-2.429,23.589,3.7322,2.4757,4.1993,4.6598,8.5951,25.769,11.746
1.045,1.07,1.0587,-4.8236,-14.263,-14.39,225.78,38.648,-5.6045,10.515,-1.2744,21.907,11.317,5.5187,4.8835,7.6654,16.975,15.281,35.545
1.045,1.07,1.056,-4.6252,-13.428,-14.194,216.07,34.93,-3.2091,5.9739,-0.09145,36.176,6.7013,6.8227,2.8236,10.058,11.046,9.6094,21.943
1.045,1.07,1.0553,-4.9572,-14.433,-15.337,231.18,43.042,-4.9193,4.6951,0.42923,32.617,7.8007,5.6036,4.7854,8.3075,9.6581,19.335,23.104
1.045,1.07,1.0519,-5.5102,-15.809,-16.662,256.66,57.889,-3.7039,9.6925,-0.2118,33.335,9.0021,7.2189,2.5931,7.0979,14.75,19.331,24.008
1.045,1.07,1.047,-5.8694,-17.215,-18.841,273.19,54.073,-4.4458,9.2461,1.1281,43.703,12.395,7.0252,4.949,4.6632,13.634,24.104,28.606
1.045,1.07,1.0583,-4.4942,-11.95,-13.406,209.63,40.596,-2.9552,8.9508,-0.14732,35.873,7.8809,2.8985,4.7793,1.0227,5.2756,7.188,27.933
1.045,1.07,1.0484,-5.5723,-16.265,-18.237,259.37,47.522,-4.0803,6.7877,-1.7924,51.818,12.592,5.5449,4.5082,3.6323,12.266,18.47,30.908
1.045,1.07,1.0511,-4.9774,-14.608,-15.911,231.99,39.718,-4.9789,2.8732,-0.24135,40.934,10.525,8.23,4.2681,5.4607,12.332,15.541,30.07
1.045,1.07,1.0529,-5.1129,-14.229,-15.543,237.82,53.002,-1.7726,5.1999,2.328,31.688,13.74,6.0509,4.2231,6.7604,5.7038,14.079,40.455
1.045,1.07,1.0522,-5.174,-14.946,-16.026,241.45,44.015,-4.353,10.362,0.6469,39.875,6.127,7.5485,1.4682,5.3348,15.482,16.685,17.36
1.045,1.07,1.059,-4.9893,-13.925,-14.536,232.76,51.766,-4.9677,10.146,1.0847,25.645,8.6682,3.5616,3.0536,5.8308,13.431,12.701,27.449
1.045,1.07,1.0548,-5.3341,-15.307,-16.217,248.22,56.763,-4.2547,4.5502,0.76971,32.324,7.0893,4.5799,2.7721,6.9588,13.325,21.297,19.571
1.045,1.07,1.0596,-5.1204,-14.318,-14.671,238.82,57.029,-4.3428,10.882,0.56841,23.964,6.6873,3.3125,1.1654,8.7538,14.197,14.47,20.594
1.045,1.07,1.0544,-5.532,-15.375,-15.572,257,76.194,-2.2227,5.8028,0.28123,19.268,7.6036,7.2222,3.2512,7.8952,15.283,18.143,21.03
1.045,1.07,1.0568,-5.0599,-14.586,-15.074,236.17,48.128,-2.95,9.4957,-0.51996,27.978,7.0437,5.1304,4.6057,7.131,14.559,16.853,21.094
1.045,1.07,1.0568,-4.527,-13.312,-13.853,211.67,31.854,-2.6974,5.5952,-0.089984,25.218,6.8155,6.2669,3.0665,4.346,13.381,22.704,21.283
1.045,1.07,1.0568,-4.992,-13.638,-14.206,232.5,58.502,-2.4546,8.7907,0.23817,23.562,9.3719,5.889,3.5843,5.7769,11.41,10.864,29.807
1.045,1.07,1.0512,-4.8718,-14.882,-15.714,227.88,27.823,-3.319,7.1278,-0.65183,38.43,8.6118,9.4855,4.1925,8.7189,14.19,19.217,24.065
1.045,1.07,1.0589,-4.2526,-12.31,-12.57,199.14,29.4,-4.0119,6.7917,0.26739,24.523,6.7533,7.2194,2.4053,6.1962,14.878,10.562,24.6
1.045,1.07,1.0624,-3.8412,-10.441,-10.644,179.7,33.074,-4.984,4.0117,-1.1213,18.609,5.6228,5.7478,2.3563,3.6,11.184,6.6007,23.779
1.045,1.07,1.0595,-4.3486,-12.451,-12.872,203.37,34.064,-3.1645,6.1522,-1.8736,22.099,7.5855,5.0773,1.6403,4.0594,12.667,19.072,26.245
1.045,1.07,1.0554,-5.3769,-14.531,-14.623,249.89,77.922,-4.5724,7.8524,0.73152,12.649,10.385,7.9409,4.4432,1.6223,18.63,13.282,30.589
1.045,1.07,1.0609,-4.3352,-13.037,-13.049,203.48,24.16,-5.8779,9.0209,-0.23248,21.317,6.8219,5.2871,4.5418,6.6161,17.103,16.278,23.555
1.045,1.07,1.0599,-4.1953,-11.782,-12.049,195.99,36.646,-2.7353,3.543,0.35635,17.038,8.2191,6.1377,2.921,6.6201,8.8099,14.648,30.612
1.045,1.07,1.0549,-4.7637,-14.234,-14.72,223.02,30.29,-1.3062,10.534,0.18901,27.767,10.459,7.2957,2.3522,5.4279,17.519,18.779,31.418
1.045,1.07,1.0532,-5.3379,-15.377,-16.319,248.59,53.754,-3.0075,6.8566,-0.16375,37.826,5.175,6.0385,3.5414,7.1959,14.386,17.741,14.294
1.045,1.07,1.056,-5.382,-16.456,-16.496,251.39,47.071,-4.0622,8.1479,-1.8248,25.236,10.646,5.0997,4.9699,9.7618,21.877,22.651,27.787
1.045,1.07,1.0562,-5.2993,-15.455,-16.016,247.29,49.775,-3.1688,10.397,0.55341,32.644,9.0155,4.5944,4.5019,9.6424,16.653,12.146,25.632
1.045,1.07,1.0602,-4.3007,-12.03,-12.702,200.87,35.546,-0.94881,5.1567,-1.1562,30.734,5.8598,3.8178,2.7792,4.597,12.664,7.2422,21.522
1.045,1.07,1.0551,-4.5759,-13.008,-13.58,213.86,37.757,-3.042,8.6634,-0.24616,24.265,11.028,8.6292,2.2247,4.2816,12.69,14.484,36.674
1.045,1.07,1.0527,-4.3895,-12.419,-13.636,205.04,29.602,-2.7923,5.8404,0.19342,38.128,10.369,9.5563,2.161,2.6392,11.682,6.5681,35.054
1.045,1.07,1.0581,-4.254,-11.735,-11.56,198.63,45.659,-5.0955,4.2985,0.54426,5.9345,12.295,9.9331,2.9287,2.1465,14.837,12.534,45.873
1.045,1.07,1.0559,-4.9161,-14.464,-15.015,229.62,40.213,-4.7582,7.1092,1.6052,31.492,11.182,6.6398,1.4531,5.2312,22.114,9.018,34.271
1.045,1.07,1.0577,-4.6064,-13.679,-14.028,215.21,35.843,-3.4651,3.2214,-0.40123,26.569,8.1734,6.1001,3.3006,8.2339,15.177,16.127,26.325
1.045,1.07,1.0585,-5.2031,-15.787,-15.984,243.27,41.044,-4.3581,9.5118,1.2159,30.588,8.4726,3.4297,4.4322,9.3015,23.658,13.379,23.977
1.045,1.07,1.0596,-5.0884,-13.957,-14.281,237,63.228,-5.2565,8.5804,0.17692,19.614,7.3376,3.8461,2.6359,6.9106,12.707,14.87,23.02
1.045,1.07,1.0554,-4.9469,-14.101,-14.723,230.52,50.745,-4.1403,4.8263,-0.6455,21.723,10.819,6.4104,4.0992,4.3643,11.546,22.474,32.276
1.045,1.07,1.0484,-5.7336,-17.054,-18.47,266.89,51.66,-4.032,6.1342,0.052415,51.67,8.7541,7.1884,2.5605,8.0245,19.25,14.441,21.184
1.045,1.07,1.0567,-4.6146,-13.946,-14.52,215.94,27.153,-3.2483,5.742,0.70993,27.903,10.675,5.6936,4.2808,5.8307,15.72,18.855,32.895
1.045,1.07,1.0575,-4.9038,-13.897,-14.59,229,44.791,-3.032,10.753,-0.46703,36.211,4.4271,4.8418,3.6399,8.2681,13.751,7.656,14.106
1.045,1.07,1.0574,-4.9137,-13.434,-14.126,228.61,58.873,-4.1095,4.4869,-0.050526,26.387,8.3916,5.271,2.225,6.8913,10.445,10.883,27.15
1.045,1.07,1.0558,-4.9518,-14.093,-15.065,231.24,41.451,-3.9597,10.904,2.3312,30.462,12.725,5.3076,2.299,7.8315,9.8621,13.085,39.142
1.045,1.07,1.0513,-5.5428,-16.615,-17.226,258.94,46.398,-4.3097,13.447,-1.7066,35.732,12.231,8.0514,5.3099,6.4999,21.807,15.867,31.471
1.045,1.07,1.0596,-4.3839,-12.847,-12.918,205.16,33.94,-5.9268,5.3267,-0.49741,19.973,5.6032,6.4316,3.0181,3.1318,18.883,17.679,19.262
1.045,1.07,1.0515,-5.1226,-14.129,-15.149,238.59,55.21,-2.8739,9.8238,-0.61014,34.16,11.384,9.2261,3.3112,2.6037,14.536,7.1591,34.248
1.045,1.07,1.0644,-3.5205,-9.885,-9.3556,165.57,22.164,-5.19,7.0559,-1.1957,7.0796,5.4719,7.0734,2.7487,4.7249,13.563,9.1529,24.663
1.045,1.07,1.0581,-4.6086,-12.734,-13.433,215.05,44.189,-2.3949,7.8502,0.19432,20.646,11.613,4.9463,5.228,2.5037,9.3009,14.72,39.455
1.045,1.07,1.0567,-4.7561,-12.949,-13.546,221.6,53.843,-5.7503,6.6051,1.1164,20.775,9.0918,7.2716,3.2982,5.0564,8.9351,13.465,30.463
1.045,1.07,1.0563,-4.9681,-14.083,-15.003,231.57,47.334,-1.9765,6.9258,0.55939,30.154,8.008,4.2532,2.2172,6.8881,9.6637,19.306,24.191
1.045,1.07,1.0505,-5.374,-15.957,-17.102,250.53,45.665,-6.6381,6.1331,0.17202,38.933,8.505,7.7056,3.1366,6.4523,14.43,24.361,21.709
1.045,1.07,1.0534,-4.9529,-13.352,-14.988,230.37,52.804,-5.1143,5.8974,0.55342,42.098,9.7428,6.0674,5.6862,3.7781,6.2851,3.3088,30.563
1.045,1.07,1.0521,-5.3885,-15.714,-17.077,251.16,45.952,-3.0651,8.6184,1.0598,44.283,6.063,5.0764,3.5114,7.5393,12.113,19.449,16.031
1.045,1.07,1.0563,-4.7335,-13.605,-14.713,220.95,36.126,-1.6875,6.488,0.53047,40.227,7.7707,4.4869,3.3467,5.5405,13.853,7.7972,24.809
1.045,1.07,1.0543,-4.9388,-13.142,-14.779,229.79,52.757,-2.4464,8.5613,0.27188,43.627,5.1493,5.0133,4.0412,5.3198,3.7403,6.2063,16.32
1.045,1.07,1.0608,-4.5549,-13.312,-14.149,213.02,30.393,-3.3682,6.6806,-0.63306,29.989,9.6001,1.1283,5.0417,3.849,13.091,16.342,31.655
1.045,1.07,1.0616,-4.8993,-13.411,-13.231,228.28,64.161,-5.258,7.3776,-0.12431,9.8707,8.5929,4.1744,2.6613,8.1763,13.343,14.113,28.367
1.045,1.07,1.0505,-4.8678,-14.447,-15.772,227.65,27.322,-4.3598,9.6823,1.1262,42.428,11.788,9.1104,3.3888,4.1796,14.458,13.255,33.902
1.045,1.07,1.056,-4.6631,-12.396,-13.126,217.35,53.015,-4.4856,9.1406,-0.52262,24.846,6.1856,7.9053,2.8596,3.3154,8.0861,11.481,21.378
1.045,1.07,1.0571,-5.1285,-13.793,-14.476,238.72,64.014,-4.0825,9.9899,0.74726,24.378,6.346,5.0011,3.3887,2.3755,13.153,13.259,19.755
1.045,1.07,1.0564,-4.8213,-14.218,-14.985,225.54,33.697,-5.5091,9.695,-0.94503,39.216,7.4164,5.774,2.7199,6.2085,18.754,9.0739,23.131
1.045,1.07,1.0555,-4.9081,-14.082,-14.803,228.34,51.511,-2.7873,-0.32119,-0.29067,28.606,9.5513,6.037,4.1368,7.4468,11.855,15.609,29.294
1.045,1.07,1.0565,-4.5409,-13.631,-13.973,212.48,29.875,-3.9907,5.2573,-0.17365,29.108,11.4,7.7554,4.0128,7.3886,18.591,8.4549,37.385
1.045,1.07,1.0525,-5.6365,-15.298,-16.21,261.91,74.264,-2.796,10.523,0.55537,25.286,12.626,6.6569,2.7374,3.629,12.485,16.124,34.396
1.045,1.07,1.0557,-4.9046,-14.113,-14.862,229.11,41.215,-3.9695,9.9021,0.41892,35.301,6.2865,6.3318,1.1786,7.6436,14.984,12.087,19.527
1.045,1.07,1.0532,-5.0394,-15.175,-16.25,235.82,29.519,-4.1508,11.601,-1.138,35.912,12.272,5.6802,3.4269,5.6502,13.344,24.144,32.923
1.045,1.07,1.0581,-4.8252,-13.256,-13.914,225.09,50.219,-2.6626,10.188,0.1734,23.685,6.0028,4.4334,2.1489,3.0229,11.528,18.312,19.429
1.045,1.07,1.0513,-5.089,-15.021,-16.027,237.41,40.362,-4.3216,6.19,1.81,36.959,7.8158,8.6203,3.448,7.6622,12.886,19.12,21.799
1.045,1.07,1.0512,-5.4668,-15.81,-17.178,254.58,51.096,-2.4711,8.0997,-0.33692,46.304,6.9353,5.7916,2.6536,5.5938,15.893,15.46,18.314
1.045,1.07,1.0601,-4.5887,-12.355,-13.154,214.03,48.239,-5.0944,8.2788,-0.58082,26.413,8.4952,3.6443,6.012,6.1141,5.52,6.977,30.146
1.045,1.07,1.0601,-4.5733,-12.673,-12.125,213.5,54.275,-1.3677,8.0806,0.1718,3.9546,9.8835,7.4009,5.013,7.9568,13.516,11.947,34.62
1.045,1.07,1.0587,-4.297,-12.685,-12.32,201.37,32.642,-3.425,7.2722,-1.575,7.5603,13.339,8.6516,4.7089,6.5671,14.579,18.472,45.769
1.045,1.07,1.0605,-4.5524,-13.068,-13.184,212.62,43.295,-4.8816,4.688,-0.94117,16.237,7.4301,4.5948,3.5328,2.7368,16.825,19.994,24.812
1.045,1.07,1.0564,-5.0313,-14.207,-15.001,234.53,50.624,-2.8822,8.0093,-0.22358,24.171,15.307,4.6152,3.7844,6.4539,10.002,15.677,46.461
1.045,1.07,1.0567,-5.1146,-14.38,-15.165,238.08,57.027,-3.9882,5.2806,-1.4196,26.873,8.7569,4.1311,3.4916,7.8375,8.3993,20.602,25.96
1.045,1.07,1.0575,-4.6348,-13.002,-13.476,216.75,40.807,-5.8517,11.421,0.60356,21.922,7.5036,7.0875,3.5236,7.7192,7.5219,16.78,25.256
1.045,1.07,1.0553,-4.7253,-13.072,-13.924,220.29,46.777,-1.682,7.1784,-0.78486,25.643,8.4665,6.6425,4.0375,2.7223,8.717,18.142,27.341
1.045,1.07,1.0519,-5.2874,-14.841,-15.874,245.94,59.19,-2.6533,5.9451,-1.1378,34.99,7.4718,7.5273,1.7466,4.5969,13.529,17.581,21.106
1.045,1.07,1.0559,-4.833,-14.47,-15.149,226.1,31.74,-4.5881,8.5203,0.32144,35.759,8.9994,6.1175,4.6886,9.7568,14.633,11.863,27.441
1.045,1.07,1.0538,-5.1613,-15.257,-16.286,240.85,40.852,-3.7936,7.4704,0.64435,32.565,12.377,5.0847,2.8198,6.1046,13.362,23.038,33.633
1.045,1.07,1.0505,-5.3073,-16.144,-17.256,247.51,39.078,-2.653,4.5713,-0.28283,46.593,9.0791,7.207,2.8578,7.9419,19.807,15.643,23.493
1.045,1.07,1.0526,-5.1044,-15.016,-16.215,238.08,39.818,-3.0599,6.2881,1.0957,36.389,15.856,6.1645,3.8761,4.9968,14.997,13.636,44.632
1.045,1.07,1.0507,-5.6134,-15.845,-17.379,260.98,61.219,-4.5412,7.1908,-1.2958,45.467,9.9864,5.9661,3.941,7.253,10.678,12.988,26.244
1.045,1.07,1.051,-5.7554,-16.511,-17.796,267.9,59.514,-3.9277,10.534,0.35775,38.94,9.5275,5.3075,3.1244,4.3373,15.437,21.6,23.76
1.045,1.07,1.052,-6.0879,-17.506,-18.482,283.02,71.787,-5.7068,9.2169,0.76677,40.257,12.321,4.8171,5.7801,4.7433,24.464,7.5866,29.811
1.045,1.07,1.061,-4.7354,-12.863,-12.864,220.94,56.774,-5.811,9.6148,1.2974,15.127,4.5415,5.1331,3.898,4.3389,15.258,10.807,15.695
1.045,1.07,1.0521,-5.1003,-14.244,-14.968,237.42,57.275,-4.9039,6.0295,1.3852,31.286,6.3414,10.064,3.9102,4.5291,15.3,10.382,19.193
1.045,1.07,1.0465,-5.8831,-17.617,-18.85,273.65,56.652,-4.0477,4.6826,-0.31416,45.061,9.0943,8.6498,5.1696,4.4164,21.333,22.128,20.817
1.045,1.07,1.0528,-5.4729,-15.044,-16.2,254.54,65.101,-4.3652,9.6173,-0.15613,33.398,9.8815,6.2518,4.5247,6.4042,8.3975,14.58,27.67
1.045,1.07,1.0628,-3.7425,-10.709,-10.862,176.09,14.283,-1.9271,10.764,1.0783,23.563,2.8948,5.0666,3.6667,4.4638,13.777,6.1766,12.185
1.045,1.07,1.056,-4.7852,-14.301,-15.67,223.87,23.87,-2.5026,8.8236,0.39192,47.543,5.6019,2.8446,2.9862,6.4494,13.518,15.042,16.581
1.045,1.07,1.0543,-5.3497,-14.819,-15.642,248.7,64.954,-3.123,6.2371,1.9711,24.793,6.4789,5.7093,3.9867,5.5664,9.362,22.923,18.201
1.045,1.07,1.0586,-4.7531,-14.017,-14.502,222.38,34.587,-4.9835,9.0136,0.76323,20.922,12.395,4.0297,3.9903,6.1879,12.812,22.015,37.988
1.045,1.07,1.0544,-5.0755,-14.524,-15.112,236.69,50.24,-3.3782,8.2536,0.35745,32.481,7.0132,7.7669,1.9231,10.203,13.572,11.764,21.093
1.045,1.07,1.0586,-4.7781,-13.933,-14.612,223.19,38.522,-4.2941,6.4641,-0.01358,33.188,5.6664,3.6064,2.4835,3.685,19.123,14.44,17.949
1.045,1.07,1.0574,-5.099,-14.613,-15.357,237.5,53.095,-5.4525,4.2209,-0.60647,31.741,8.357,3.8236,2.4774,6.3648,16.021,14.756,25.031
1.045,1.07,1.0522,-5.6787,-16.583,-17.757,264.6,53.665,-4.4949,10.401,0.66903,36.997,13.628,4.6083,2.8065,4.7854,17.876,19.663,34.314
1.045,1.07,1.0593,-4.3962,-12.811,-12.677,205.98,33.717,-2.8389,9.4695,-1.0847,16.047,6.5462,7.0613,2.2506,6.2567,15.71,18.911,22.352
1.045,1.07,1.0565,-5.525,-15.235,-15.539,257.01,72.977,-3.3588,10.042,1.3303,22.013,8.8663,5.3219,3.4903,8.2139,15.671,11.378,25.154
1.045,1.07,1.0533,-5.178,-14.853,-15.362,241.33,54.159,-5.0424,7.179,0.80394,27.385,10.282,8.941,3.8576,9.9416,12.704,13.593,30.126
1.045,1.07,1.0543,-5.4744,-16.135,-16.795,255.05,54.396,-3.8443,6.5022,-0.1674,34.548,7.8971,5.0854,4.6836,5.7911,21.15,17.223,21.046
1.045,1.07,1.0547,-5.0002,-13.613,-14.882,232.85,52.641,-3.8323,8.8511,0.9483,38.313,3.2101,5.7639,3.3312,5.8336,6.7876,12.478,10.005
1.045,1.07,1.0567,-4.855,-14.313,-15.269,226.58,37.476,-3.8046,4.2765,-0.74751,34.95,10.763,3.7445,3.7288,2.1415,18.773,15.196,32.517
1.045,1.07,1.0613,-4.4053,-12.161,-12.622,205.79,40.949,-2.7847,7.5354,0.27291,16.111,13.737,3.2745,1.6522,3.7594,11.117,12.704,49.731
1.045,1.07,1.0591,-4.2596,-12.659,-13.224,199.82,20.048,-4.543,8.3273,-0.60976,26.696,7.6012,5.1618,3.094,4.9087,12.351,19.812,25.615
1.045,1.07,1.0508,-5.5067,-15.084,-16.912,255.83,61.813,-3.0175,7.7338,0.83657,45.891,10.177,5.3213,3.3307,5.8117,7.1162,10.172,27.699
1.045,1.07,1.0522,-5.9262,-16.223,-17.2,274.87,83.607,-4.8212,6.4712,0.44663,31.607,7.8305,5.8603,2.5961,4.9529,15.066,17.003,20.023
1.045,1.07,1.0568,-4.6913,-13.288,-14.221,219.02,39.849,-4.2653,7.3436,-0.81052,25.506,11.198,5.0336,3.7638,6.7412,4.4314,21.649,35.307
1.045,1.07,1.0559,-5.0822,-14.417,-14.391,236.8,60.107,-4.9108,6.2611,1.0047,14.797,11.268,8.5513,2.4448,9.8408,14.358,15.659,34.287
1.045,1.07,1.0558,-5.8478,-16.279,-16.859,271.49,80.199,-2.5253,6.7537,0.3638,30.755,4.349,3.2013,3.6468,6.7495,18.853,14.991,11.33
1.045,1.07,1.0614,-4.3922,-12.433,-12.515,205.62,36.942,-3.6452,9.9845,0.10636,17.379,3.9389,4.5175,4.6278,4.5505,13.102,17.002,14.057
1.045,1.07,1.0577,-4.6105,-13.086,-13.603,215.25,41.062,-2.1852,6.5415,0.83601,23.092,7.9513,5.7711,2.0108,8.2597,8.8781,17.707,26.328
1.045,1.07,1.0571,-5.0535,-13.419,-13.819,234.84,71.261,-4.5783,5.7725,0.39886,21.291,8.5364,6.7141,2.9962,6.8453,11.841,5.2607,27.444
1.045,1.07,1.0621,-4.0805,-12.046,-12.024,191.36,24.531,-4.011,5.5945,0.011344,17.546,9.4169,5.0251,3.9959,5.8223,16.159,11.51,35.563
1.045,1.07,1.0537,-5.0999,-14.382,-15.537,237.03,55.709,-3.1564,1.0169,-0.37433,30.7,7.8039,5.4605,5.4896,3.4921,8.5023,23.378,22.243
1.045,1.07,1.0568,-5.223,-14.964,-15.159,243.57,56.475,-2.0956,9.858,-0.38392,19.227,10.589,5.3924,4.2347,7.263,15.59,18.967,30.686
1.045,1.07,1.0572,-5.0219,-14.462,-15.565,234.05,44.526,-2.3976,5.3393,1.1219,34.276,12.218,2.1838,3.403,4.2943,15.105,13.095,36.522
1.045,1.07,1.0551,-5.1509,-14.378,-15.462,239.94,53.041,-2.834,8.8199,0.53819,31.526,10.727,4.772,2.9766,8.861,6.1673,16.018,31.76
1.045,1.07,1.0538,-5.6628,-15.796,-17.256,263.01,66.515,-3.5802,5.9793,1.2992,40.917,7.9114,2.7057,2.6282,4.6042,13.588,15.711,20.892
1.045,1.07,1.0583,-5.0832,-14.407,-15.109,237.25,49.772,-4.7158,11.027,-0.93602,30.371,11.981,3.3308,2.5277,5.8684,16.411,9.3873,36.777
1.045,1.07,1.0549,-5.2043,-14.202,-15.601,241.99,59.162,-4.0336,6.7276,-0.03521,34.437,10.756,3.9345,2.3909,3.4552,8.7041,14.886,31.816
1.045,1.07,1.0607,-4.7023,-13.094,-13.101,219.94,47.203,-5.6447,13.124,1.1368,16.464,8.2888,5.3392,3.7622,5.3531,16.241,9.2436,28.554
1.045,1.07,1.0583,-5.1748,-14.666,-15.523,241.25,51.456,-2.6152,9.4637,0.88046,32.887,13.63,2.0596,4.5269,9.8426,12.383,4.9534,40.825
1.045,1.07,1.0583,-4.5154,-12.868,-14.039,210.95,31.946,-3.0007,6.4219,-0.85257,31.421,7.1728,2.6022,4.5858,1.4917,8.2251,21.9,23.016
1.045,1.07,1.058,-4.9695,-14.546,-15.79,232.13,36.02,-5.6735,8.2261,-0.51156,44.88,11.054,1.5962,3.1273,5.5898,17.751,5.6659,33.384
1.045,1.07,1.0546,-5.2507,-13.842,-14.612,243.61,76.849,-2.9117,4.8143,-1.5894,22.514,10.148,6.81,4.204,4.9739,7.4272,12.597,30.714
1.045,1.07,1.0543,-5.2282,-14.477,-15.097,243.44,60.871,-2.9015,9.5515,0.91211,17.959,13.18,6.8552,4.3949,4.0175,10.518,20.282,38.393
1.045,1.07,1.0578,-4.406,-13.136,-13.755,206.42,23.257,-4.0953,7.0972,0.84293,32.194,6.327,5.9265,3.088,4.3865,17.115,14.049,21.174
1.045,1.07,1.0587,-4.6482,-13.605,-14.793,216.83,34.236,-4.4367,1.2515,-0.97122,39.583,8.4074,1.8604,3.9859,7.699,10.046,13.567,26.864
1.045,1.07,1.058,-4.8873,-13.688,-14.53,227.79,48.281,-3.6653,6.4822,3.0314,27.5,11.248,3.8638,3.4182,9.0439,8.4803,10.345,36.002
1.045,1.07,1.0537,-5.3881,-15.369,-16.481,250.85,55.631,-5.4181,7.0961,0.95185,34.047,9.3564,5.106,4.2099,5.5342,12.381,19.106,25.742
1.045,1.07,1.0558,-5.4308,-15.068,-16.293,252.26,65.776,-3.3153,4.3124,-1.008,36.722,6.9009,2.3868,3.7728,5.437,11.117,16.562,19.339
1.045,1.07,1.0531,-5.3048,-14.856,-16.278,246.73,56.426,-5.2326,5.5912,0.6449,37.998,9.4456,5.2192,4.3487,4.1274,10.134,15.963,26.699
1.045,1.07,1.055,-4.9935,-13.993,-14.233,232.67,58.041,-3.9955,6.9749,-1.2592,21.126,8.8691,8.8168,3.0386,6.2032,14.858,14.26,27.629
1.045,1.07,1.0599,-5.1653,-14.177,-14.084,240.31,71.42,-5.9396,6.0716,0.7825,10.938,6.3193,4.6909,3.596,7.4968,13.649,18.588,19.399
1.045,1.07,1.0582,-4.5979,-12.93,-13.563,214.19,46.64,-2.625,1.6855,-1.092,25.69,10.027,5.0958,2.5347,6.3401,11.17,12.422,33.945
1.045,1.07,1.0581,-4.2358,-12.921,-12.581,199,21.799,-4.7495,8.8232,0.23061,21.255,7.6266,10.035,4.1718,9.3983,20.049,8.2265,26.976
1.045,1.07,1.0554,-5.2935,-15.813,-16.503,247.14,43.545,-4.012,8.8969,0.39737,34.254,2.8712,3.9311,3.8691,5.7497,18.208,26.914,7.4781
1.045,1.07,1.0498,-5.3897,-14.866,-16.411,250.47,61.678,-3.0126,6.6668,-3.1269,42.277,9.778,7.6353,1.763,4.0247,9.6085,15.333,26.987
